날짜,구분,소화조_투입량_tpd,반입_총량_tpd,반입_음폐수_tpd,반입_가축분뇨_tpd,반입_음식물_tpd,반입비율_음폐수,반입비율_가축분뇨,반입비율_음식물,유입비율_음폐수,유입비율_가축분뇨,유입비율_음식물,투입톤_음폐수_t,투입톤_가축분뇨_t,투입톤_음식물_t,잔존재고_음폐수_t,잔존재고_가축분뇨_t,잔존재고_음식물_t,잔존재고_합계_t,재고_평균체류일,발생가중재고_음폐수_t,발생가중재고_가축분뇨_t,발생가중재고_음식물_t,예측CH4_음폐수_m3d,예측CH4_가축분뇨_m3d,예측CH4_음식물_m3d,예측CH4_합계_m3d,실측CH4_m3d,잔차_m3d,잔차율_pct,소화액_TS_pct,소화액_VS_pct,소화액_pH,소화조_온도_C,VFA_A_mgL,ALK_A_mgL,VFA_ALK_A,NH3N_A_mgL,FAN_A_mgL,OLR_kgVS_m3d
2018-03-27,학습,216.0,253.89,127.83,109.76,16.3,0.5035,0.4323,0.0642,0.5968,0.3175,0.0858,128.899,68.572,18.529,1386.18,700.68,221.23,2308.08,10.88,125.923,30.219,16.034,5046.5,1574.7,215.0,6836.2,,,,2.69,1.34,7.83,38.0,3237.0,15478.0,0.2091,,,2.422
2018-03-28,학습,205.0,163.35,151.89,,11.46,0.9298,,0.0702,0.6157,0.3118,0.0725,126.223,63.92,14.857,1401.57,708.57,218.4,2328.54,10.83,128.149,30.779,15.386,5135.7,1603.9,206.3,6945.9,,,,2.615,1.28,7.83,38.15,3135.0,14888.0,0.2106,,,1.327
2018-03-29,학습,216.0,213.53,159.06,36.67,17.8,0.7449,0.1717,0.0834,0.6494,0.2753,0.0753,140.267,59.466,16.267,1429.77,711.38,217.2,2358.36,10.75,135.139,30.898,15.367,5415.8,1610.1,206.0,7232.0,,,,2.625,1.28,7.85,37.95,3177.0,15368.0,0.2067,,,2.754
2018-03-30,학습,184.0,357.41,259.98,79.94,17.49,0.7274,0.2237,0.0489,0.6702,0.2615,0.0683,123.315,48.122,12.563,1438.77,702.63,212.4,2353.79,10.83,132.67,30.091,14.243,5316.8,1568.1,191.0,7075.9,,,,,,,,,,,,,
2018-03-31,학습,195.0,285.91,207.17,61.59,17.15,0.7246,0.2154,0.06,0.6849,0.249,0.066,133.565,48.56,12.875,1457.3,695.01,208.29,2360.6,10.85,135.247,29.442,13.57,5420.1,1534.2,182.0,7136.3,,,,,,,,,,,,,
2018-04-01,학습,207.0,0.0,,,,,,,0.6958,0.2398,0.0644,144.038,49.638,13.324,1484.82,689.08,204.96,2378.85,10.82,141.025,28.976,13.246,5651.7,1510.0,177.6,7339.3,,,,,,,,,,,,,
2018-04-02,학습,198.0,267.63,134.22,112.42,20.99,0.5015,0.4201,0.0784,0.642,0.2897,0.0683,127.116,57.368,13.516,1493.21,691.35,202.09,2386.65,10.84,137.82,29.199,13.083,5523.2,1521.6,175.4,7220.2,7470.9,250.7,3.36,2.515,1.18,7.92,38.1,3094.0,15368.0,0.2013,2382.0,249.9,1.661
2018-04-03,학습,195.0,256.53,157.98,82.61,15.94,0.6158,0.322,0.0621,0.6347,0.2987,0.0666,123.767,58.255,12.978,1497.59,694.33,198.91,2390.82,10.88,134.504,29.459,12.811,5390.3,1535.2,171.8,7097.3,6545.6,-551.6,-8.43,2.525,1.135,7.83,38.0,3054.0,15048.0,0.203,,,1.131
2018-04-04,학습,173.0,269.86,184.21,75.02,10.63,0.6826,0.278,0.0394,0.6481,0.2929,0.0589,112.125,50.677,10.198,1489.97,689.49,193.2,2372.66,11.01,127.802,29.074,11.791,5121.7,1515.1,158.1,6794.9,5553.6,-1241.4,-22.35,2.53,1.185,7.84,38.0,3156.0,15158.0,0.2082,,,1.181
2018-04-05,학습,165.0,263.94,184.07,63.25,16.62,0.6974,0.2396,0.063,0.662,0.278,0.0601,109.225,45.862,9.913,1480.07,680.22,187.67,2347.96,11.17,122.509,28.362,11.01,4909.6,1478.0,147.6,6535.2,4787.9,-1747.3,-36.49,2.5,1.145,7.8,38.1,3033.0,15108.0,0.2008,,,0.957
2018-04-06,학습,186.0,289.81,213.92,64.02,11.87,0.7381,0.2209,0.041,0.6834,0.2619,0.0547,127.118,48.709,10.172,1488.85,674.54,182.84,2346.22,11.2,126.401,27.985,10.556,5065.6,1458.3,141.5,6665.5,5041.3,-1624.2,-32.22,,,,,,,,,,
2018-04-07,학습,174.0,176.85,157.09,,19.76,0.8883,,0.1117,0.6977,0.2356,0.0666,121.407,40.998,11.594,1491.21,661.61,179.81,2332.63,11.29,126.518,27.048,10.673,5070.3,1409.5,143.1,6622.9,4901.4,-1721.4,-35.12,,,,,,,,,,
2018-04-08,학습,162.0,41.66,,41.66,,,1.0,,0.5898,0.3482,0.062,95.54,56.408,10.052,1467.52,665.12,175.49,2308.12,11.43,116.243,27.484,10.29,4658.5,1432.2,138.0,6228.7,5035.9,-1192.9,-23.69,,,,,,,,,,
2018-04-09,학습,124.0,189.97,134.08,35.38,20.51,0.7058,0.1862,0.108,0.6163,0.3111,0.0726,76.426,38.576,8.998,1426.61,650.51,170.45,2247.58,11.74,102.26,26.429,9.713,4098.1,1377.2,130.2,5605.6,3751.1,-1854.5,-49.44,2.49,1.14,7.85,38.05,3155.0,15228.0,0.2072,2948.0,265.9,0.76
2018-04-10,학습,140.0,286.19,158.61,112.04,15.54,0.5542,0.3915,0.0543,0.6013,0.3306,0.0681,84.18,46.28,9.54,1396.72,644.78,166.36,2207.87,11.93,96.738,26.149,9.482,3876.9,1362.6,127.1,5366.6,4200.7,-1166.0,-27.76,2.435,1.09,7.84,38.0,3196.0,15158.0,0.2108,,,0.9
2018-04-11,학습,171.0,154.41,76.96,65.31,12.14,0.4984,0.423,0.0786,0.5753,0.3539,0.0708,98.375,60.519,12.105,1383.42,653.75,165.17,2202.34,11.93,99.011,27.05,10.095,3967.9,1409.6,135.3,5512.9,5394.1,-118.7,-2.2,,,,,,,,,,
2018-04-12,학습,170.0,339.12,238.45,83.27,17.4,0.7031,0.2455,0.0513,0.6086,0.3257,0.0657,103.466,55.363,11.171,1376.28,656.84,163.13,2196.25,11.93,102.449,27.403,10.232,4105.7,1428.0,137.2,5670.9,4989.7,-681.1,-13.65,2.445,1.14,7.88,37.9,3054.0,15148.0,0.2016,,,1.103
2018-04-13,학습,190.0,149.55,132.67,,16.88,0.8871,,0.1129,0.6409,0.2856,0.0735,121.778,54.261,13.961,1388.01,658.58,164.05,2210.65,11.82,111.894,27.614,11.162,4484.2,1439.0,149.7,6072.9,5524.0,-548.9,-9.94,,,,,,,,,,
2018-04-14,학습,222.0,261.93,183.19,70.27,8.47,0.6994,0.2683,0.0323,0.6561,0.2811,0.0628,145.648,62.405,13.947,1422.68,668.33,164.88,2255.89,11.56,127.267,28.445,11.792,5100.3,1482.3,158.1,6740.7,6971.3,230.5,3.31,,,,,,,,,,
2018-04-15,학습,216.0,0.0,,,,,,,0.6676,0.2777,0.0547,144.195,59.983,11.822,1453.13,674.88,163.52,2291.52,11.37,136.166,28.957,11.584,5457.0,1509.0,155.3,7121.3,6585.2,-536.1,-8.14,,,,,,,,,,
2018-04-16,학습,124.0,293.77,161.42,106.9,25.45,0.5495,0.3639,0.0866,0.6356,0.301,0.0634,78.82,37.324,7.856,1415.76,658.24,158.3,2232.3,11.69,115.505,27.58,10.252,4628.9,1437.2,137.5,6203.6,3882.3,-2321.4,-59.79,2.46,1.125,7.84,38.0,3256.0,15488.0,0.2102,2973.0,262.6,0.755
2018-04-17,학습,216.0,283.24,187.96,79.11,16.17,0.6636,0.2793,0.0571,0.6433,0.2951,0.0616,138.954,63.732,13.314,1441.52,669.34,158.96,2269.82,11.48,126.816,28.522,10.982,5082.3,1486.3,147.2,6715.8,5477.4,-1238.4,-22.61,2.47,1.08,7.85,38.0,3196.0,15368.0,0.208,,,1.21
2018-04-18,학습,195.0,221.21,130.7,78.8,11.71,0.5908,0.3562,0.0529,0.6288,0.312,0.0592,122.615,60.835,11.55,1448.87,676.66,157.8,2283.33,11.41,127.257,29.091,10.95,5099.9,1516.0,146.8,6762.7,5070.4,-1692.2,-33.37,2.41,1.095,7.86,37.9,3134.0,15758.0,0.1989,,,1.124
2018-04-19,학습,216.0,244.0,185.19,41.29,17.52,0.759,0.1692,0.0718,0.665,0.2722,0.0627,143.651,58.799,13.55,1476.68,681.36,158.73,2316.77,11.26,135.943,29.411,11.529,5448.0,1532.6,154.6,7135.2,5509.3,-1625.9,-29.51,2.435,1.09,7.86,36.65,3074.0,15875.0,0.1936,,,1.212
2018-04-20,학습,216.0,268.42,185.69,65.95,16.78,0.6918,0.2457,0.0625,0.6725,0.2648,0.0627,145.267,57.196,13.537,1503.88,684.07,159.58,2347.53,11.13,141.946,29.555,11.919,5688.6,1540.1,159.8,7388.5,5408.0,-1980.5,-36.62,,,,,,,,,,
2018-04-21,학습,216.0,219.71,161.29,40.97,17.45,0.7341,0.1865,0.0794,0.6898,0.2428,0.0674,149.003,52.444,14.553,1532.64,681.82,161.37,2375.83,11.03,147.143,29.297,12.49,5896.8,1526.7,167.5,7591.0,5451.3,-2139.7,-39.25,,,,,,,,,,
2018-04-22,학습,218.0,0.0,,,,,,,0.7023,0.2269,0.0708,153.101,49.472,15.428,1563.2,676.78,163.9,2403.87,10.93,151.987,28.84,13.141,6091.0,1502.9,176.2,7770.0,5568.6,-2201.4,-39.53,,,,,,,,,,
2018-04-23,학습,193.0,235.37,133.71,81.72,19.94,0.5681,0.3472,0.0847,0.6644,0.2609,0.0747,128.235,50.347,14.418,1566.44,673.01,165.21,2404.67,10.98,145.028,28.521,13.282,5812.1,1486.3,178.1,7476.5,4753.5,-2723.0,-57.28,2.39,1.04,7.98,38.25,3155.0,15688.0,0.2011,2793.0,330.3,0.984
2018-04-24,학습,219.0,214.79,104.75,94.49,15.55,0.4877,0.4399,0.0724,0.6145,0.3115,0.0741,134.575,68.208,16.217,1575.77,687.41,168.22,2431.4,10.9,143.272,29.68,13.918,5741.7,1546.7,186.6,7475.0,5691.2,-1783.8,-31.34,2.485,1.09,7.89,38.0,3216.0,15628.0,0.2058,,,1.322
2018-04-25,학습,216.0,277.48,159.06,107.57,10.85,0.5732,0.3877,0.0391,0.6028,0.333,0.0642,130.211,71.929,13.861,1579.99,704.38,168.63,2453.0,10.85,140.444,30.962,13.645,5628.4,1613.5,182.9,7424.8,5984.4,-1440.4,-24.07,2.38,1.08,7.88,38.0,3135.0,15088.0,0.2078,,,1.407
2018-04-26,학습,216.0,227.07,131.57,77.55,17.95,0.5794,0.3415,0.0791,0.5962,0.3354,0.0684,128.78,72.45,14.77,1582.44,720.51,169.92,2472.87,10.82,138.127,32.092,13.731,5535.5,1672.4,184.1,7392.0,6436.0,-956.0,-14.85,2.47,1.085,8.12,38.05,3155.0,15198.0,0.2076,,,1.439
2018-04-27,학습,216.0,182.92,107.27,71.56,4.09,0.5864,0.3912,0.0224,0.5934,0.3512,0.0554,128.183,75.862,11.956,1584.1,738.76,168.29,2491.15,10.79,136.459,33.325,12.946,5468.7,1736.6,173.6,7378.9,8563.4,1184.5,13.83,,,,,,,,,,
2018-04-28,학습,204.0,289.17,156.74,108.97,23.46,0.542,0.3768,0.0811,0.5789,0.3585,0.0627,118.091,73.128,12.781,1575.53,752.82,167.61,2495.97,10.83,131.394,34.153,12.658,5265.7,1779.8,169.7,7215.2,8082.8,867.5,10.73,,,,,,,,,,
2018-04-29,학습,218.0,0.0,,,,,,,0.5684,0.3637,0.0679,123.92,79.281,14.799,1573.48,771.91,169.01,2514.4,10.8,130.602,35.349,13.067,5234.0,1842.1,175.2,7251.3,8389.8,1138.5,13.57,,,,,,,,,,
2018-04-30,학습,207.0,196.78,134.18,40.94,21.66,0.6819,0.208,0.1101,0.6006,0.3196,0.0798,124.321,66.153,16.527,1571.99,776.34,172.02,2520.36,10.83,130.274,35.315,13.864,5220.8,1840.3,185.9,7247.0,7880.5,633.6,8.04,2.51,1.18,8.04,37.95,2972.0,15638.0,0.19,2706.0,346.0,1.358
2018-05-01,학습,216.0,245.97,131.9,97.13,16.94,0.5362,0.3949,0.0689,0.5824,0.3409,0.0767,125.788,73.638,16.574,1572.09,787.91,174.84,2534.84,10.82,130.658,35.884,14.422,5236.2,1870.0,193.4,7299.5,7172.9,-126.6,-1.77,,,,,,,,,,
2018-05-02,학습,208.0,295.67,186.97,100.91,7.79,0.6324,0.3413,0.0263,0.5965,0.341,0.0625,124.077,70.933,12.99,1570.47,795.84,173.85,2540.17,10.86,130.211,36.151,13.727,5218.3,1883.9,184.1,7286.2,6936.1,-350.1,-5.05,2.52,1.2,7.92,37.95,2871.0,15368.0,0.1868,,,1.5
2018-05-03,학습,216.0,240.39,106.09,121.48,12.82,0.4413,0.5053,0.0533,0.5525,0.3876,0.0599,119.348,83.721,12.931,1564.25,815.93,172.88,2553.07,10.85,128.043,37.401,13.235,5131.4,1949.0,177.5,7257.9,7795.6,537.7,6.9,2.625,1.085,8.07,37.75,3052.0,15558.0,0.1962,,,1.725
2018-05-04,학습,216.0,252.37,159.88,82.98,9.51,0.6335,0.3288,0.0377,0.5755,0.3709,0.0536,124.306,80.121,11.573,1563.49,830.81,170.63,2564.93,10.85,128.69,38.175,12.493,5157.3,1989.3,167.5,7314.2,9639.8,2325.6,24.13,,,,,,,,,,
2018-05-05,학습,210.0,187.33,130.59,38.78,17.96,0.6971,0.207,0.0959,0.61,0.3245,0.0656,128.092,68.139,13.769,1566.57,832.53,170.76,2569.85,10.89,130.603,37.873,12.646,5234.0,1973.6,169.6,7377.2,12785.0,5407.9,42.3,,,,,,,,,,
2018-05-06,학습,144.0,0.0,,,,,,,0.6347,0.2912,0.0742,91.392,41.93,10.679,1532.7,807.89,167.79,2508.38,11.2,117.103,35.52,11.823,4693.0,1851.0,158.5,6702.5,13062.3,6359.8,48.69,,,,,,,,,,
2018-05-07,학습,150.0,228.68,135.0,77.42,16.26,0.5903,0.3386,0.0711,0.6221,0.3046,0.0733,93.315,45.691,10.994,1503.47,788.99,165.36,2457.82,11.46,109.546,33.823,11.356,4390.1,1762.6,152.3,6305.0,,,,,,,,,,,,,
2018-05-08,학습,197.0,289.9,160.79,114.08,15.03,0.5546,0.3935,0.0518,0.603,0.3298,0.0672,118.787,64.972,13.241,1502.05,790.87,165.38,2458.3,11.46,115.075,33.924,11.713,4611.7,1767.8,157.0,6536.6,12873.4,6336.8,49.22,2.75,1.42,7.96,38.1,3053.0,15458.0,0.1975,,,1.406
2018-05-09,학습,191.0,284.84,186.95,84.94,12.95,0.6563,0.2982,0.0455,0.6181,0.3208,0.061,118.058,61.282,11.66,1500.01,788.92,163.82,2452.75,11.49,118.192,33.715,11.481,4736.6,1756.9,153.9,6647.5,10531.7,3884.3,36.88,2.86,1.375,7.97,38.15,3073.0,15638.0,0.1965,,,1.378
2018-05-10,학습,172.0,254.04,130.52,102.68,20.84,0.5138,0.4042,0.082,0.5885,0.3445,0.067,101.227,59.249,11.523,1481.3,785.09,162.24,2428.64,11.61,113.383,33.374,11.282,4543.9,1739.2,151.3,6434.3,8182.3,1748.0,21.36,2.66,1.23,7.95,38.05,3135.0,15688.0,0.1998,,,1.193
2018-05-11,학습,137.0,267.9,156.53,98.15,13.22,0.5843,0.3664,0.0493,0.5873,0.3507,0.062,80.464,48.043,8.493,1443.33,770.36,157.77,2371.45,11.88,102.112,32.188,10.238,4092.2,1677.4,137.3,5906.8,6378.7,471.9,7.4,,,,,,,,,,
2018-05-12,학습,176.0,261.55,128.68,113.77,19.1,0.492,0.435,0.073,0.5603,0.3746,0.0651,98.613,65.926,11.461,1426.54,774.69,156.61,2357.84,11.92,102.42,32.612,10.416,4104.5,1699.4,139.7,5943.6,7389.6,1446.0,19.57,,,,,,,,,,
2018-05-13,학습,125.0,0.0,,,,,,,0.5409,0.3917,0.0674,67.617,48.963,8.42,1380.1,761.71,152.51,2294.32,12.21,90.212,31.614,9.626,3615.3,1647.5,129.1,5391.8,5965.6,573.7,9.62,,,,,,,,,,
2018-05-14,학습,102.0,266.02,161.59,86.76,17.67,0.6074,0.3261,0.0664,0.5598,0.3731,0.0671,57.098,38.058,6.844,1326.85,738.87,147.16,2212.88,12.6,78.475,29.895,8.614,3144.9,1557.9,115.5,4818.3,3602.6,-1215.7,-33.75,2.515,1.125,8.09,38.05,3134.0,15778.0,0.1986,,,0.7
2018-05-15,학습,162.0,276.32,159.39,98.68,18.25,0.5768,0.3571,0.066,0.5646,0.3686,0.0668,91.468,59.71,10.821,1312.23,739.5,146.22,2197.95,12.6,84.985,30.167,9.118,3405.8,1572.0,122.2,5100.1,5148.2,48.1,0.93,2.675,1.285,8.04,38.15,2786.0,15918.0,0.175,,,1.083
2018-05-16,학습,136.0,242.38,188.55,37.04,16.79,0.7779,0.1528,0.0693,0.6251,0.3074,0.0675,85.011,41.809,9.18,1292.32,722.18,143.7,2158.21,12.74,86.417,28.966,8.968,3463.2,1509.4,120.2,5092.9,4651.9,-441.0,-9.48,2.635,1.17,7.92,38.15,2991.0,15818.0,0.1891,,,0.969
2018-05-17,학습,216.0,217.6,133.97,83.63,,0.6157,0.3843,,0.6104,0.3229,0.0667,131.852,69.742,14.406,1320.84,734.18,146.62,2201.65,12.4,106.036,30.18,10.434,4249.5,1572.7,139.9,5962.1,8118.4,2156.3,26.56,2.705,1.225,8.04,38.05,2870.0,15798.0,0.1817,,,1.955
2018-05-18,학습,216.0,235.4,161.79,63.02,10.59,0.6873,0.2677,0.045,0.6319,0.3075,0.0606,136.494,66.411,13.095,1351.73,741.89,147.99,2241.61,12.1,119.992,30.945,11.04,4808.8,1612.6,148.0,6569.4,9103.2,2533.8,27.83,,,,,,,,,,
2018-05-19,학습,203.0,274.14,160.64,94.34,19.16,0.586,0.3441,0.0699,0.619,0.3178,0.0632,125.662,64.504,12.835,1369.31,747.08,148.99,2265.38,11.93,124.267,31.442,11.375,4980.1,1638.5,152.5,6771.1,8735.4,1964.3,22.49,,,,,,,,,,
2018-05-20,학습,209.0,0.0,,,,,,,0.6097,0.3252,0.0651,127.432,67.962,13.606,1387.26,755.31,150.69,2293.25,11.75,127.611,32.141,11.835,5114.1,1674.9,158.7,6947.7,9393.3,2445.6,26.04,,,,,,,,,,
2018-05-21,학습,169.0,231.82,131.86,99.96,,0.5688,0.4312,,0.5866,0.3482,0.0652,99.139,58.848,11.013,1375.48,753.76,149.65,2278.89,11.81,118.357,32.006,11.371,4743.2,1667.8,152.5,6563.5,8680.0,2116.5,24.38,2.66,1.275,7.95,38.05,2889.0,16378.0,0.1764,2885.0,320.1,1.468
2018-05-22,학습,144.0,313.42,186.83,109.83,16.76,0.5961,0.3504,0.0535,0.5893,0.3488,0.0619,84.854,50.231,8.915,1350.35,743.73,146.6,2240.68,11.98,106.935,31.201,10.425,4285.5,1625.9,139.8,6051.2,7081.0,1029.9,14.54,,,,,,,,,,
2018-05-23,학습,192.0,287.75,185.39,89.81,12.55,0.6443,0.3121,0.0436,0.6047,0.3386,0.0568,116.094,65.002,10.904,1358.48,749.26,145.78,2253.53,11.88,112.387,31.699,10.376,4504.0,1651.9,139.1,6295.0,8802.8,2507.7,28.49,2.605,1.175,8.02,38.0,3133.0,16548.0,0.1893,,,1.678
2018-05-24,학습,165.0,243.59,131.1,93.74,18.75,0.5382,0.3848,0.077,0.586,0.3515,0.0625,96.688,58.006,10.306,1346.55,747.36,144.43,2238.35,11.93,107.987,31.563,10.164,4327.7,1644.8,136.3,6108.7,7586.2,1477.5,19.48,2.8,1.275,7.97,37.95,3032.0,15918.0,0.1905,,,1.367
2018-05-25,학습,212.0,140.49,129.33,,11.16,0.9206,,0.0794,0.6137,0.3256,0.0607,130.105,69.034,12.861,1368.99,756.64,145.75,2271.38,11.72,118.64,32.329,10.786,4754.6,1684.7,144.6,6583.9,9565.1,2981.2,31.17,,,,,,,,,,
2018-05-26,학습,212.0,263.78,134.44,112.04,17.3,0.5097,0.4247,0.0656,0.5865,0.3516,0.062,124.331,74.534,13.134,1383.86,770.68,147.23,2301.77,11.55,122.901,33.42,11.292,4925.3,1741.6,151.4,6818.3,9602.5,2784.2,28.99,,,,,,,,,,
2018-05-27,학습,160.0,0.0,,,,,,,0.5659,0.3712,0.0629,90.547,59.385,10.068,1363.76,768.44,145.52,2277.73,11.67,112.015,33.135,10.717,4489.1,1726.7,143.7,6359.5,8214.3,1854.9,22.58,,,,,,,,,,
2018-05-28,학습,165.0,307.08,158.03,131.32,17.73,0.5146,0.4276,0.0577,0.552,0.3865,0.0615,91.075,63.775,10.15,1345.8,770.78,144.04,2260.61,11.74,105.512,33.244,10.349,4228.5,1732.4,138.8,6099.6,6804.7,705.1,10.36,2.75,1.27,7.98,37.95,3153.0,16798.0,0.1877,3173.0,366.7,1.32
2018-05-29,학습,216.0,210.56,134.09,58.79,17.68,0.6368,0.2792,0.084,0.5753,0.357,0.0677,124.268,77.111,14.621,1362.46,786.26,147.14,2295.86,11.54,114.779,34.403,11.44,4599.8,1792.8,153.4,6546.0,7825.4,1279.3,16.35,2.655,1.225,7.98,38.0,3479.0,16978.0,0.2049,,,1.566
2018-05-30,학습,216.0,300.89,189.74,98.8,12.35,0.6306,0.3284,0.041,0.5906,0.3491,0.0603,127.58,75.395,13.025,1381.11,798.79,148.4,2328.3,11.38,121.819,35.251,11.705,4882.0,1836.9,156.9,6875.9,7493.3,617.4,8.24,2.67,1.185,7.97,38.05,3215.0,16568.0,0.194,,,1.547
2018-05-31,학습,208.0,251.69,108.46,122.97,20.26,0.4309,0.4886,0.0805,0.5461,0.388,0.0659,113.583,80.703,13.715,1384.26,815.62,150.25,2350.14,11.28,120.562,36.395,12.092,4831.6,1896.6,162.1,6890.3,6999.3,109.0,1.56,2.8,1.325,8.08,38.0,3215.0,16498.0,0.1949,,,1.43
2018-06-01,학습,216.0,274.93,160.5,103.64,10.79,0.5838,0.377,0.0392,0.5566,0.3849,0.0585,120.235,83.139,12.626,1393.82,833.55,150.86,2378.23,11.17,122.447,37.561,12.03,4907.2,1957.4,161.3,7025.8,7188.4,162.5,2.26,,,,,,,,,,
2018-06-02,학습,216.0,222.03,161.59,43.06,17.38,0.7278,0.1939,0.0783,0.6048,0.3312,0.064,130.63,71.54,13.83,1413.0,838.44,152.63,2404.08,11.08,127.768,37.624,12.348,5120.4,1960.7,165.6,7246.6,7076.7,-170.0,-2.4,,,,,,,,,,
2018-06-03,학습,216.0,63.63,,63.63,,,1.0,,0.5211,0.4235,0.0554,112.55,91.474,11.977,1412.58,862.88,152.41,2427.86,11.0,123.818,39.273,12.01,4962.1,2046.5,161.0,7169.6,7984.9,815.2,10.21,,,,,,,,,,
2018-06-04,학습,216.0,189.31,134.34,36.41,18.56,0.7096,0.1923,0.098,0.5668,0.3674,0.0658,122.436,79.354,14.21,1422.07,873.24,154.43,2449.74,10.94,125.336,39.703,12.448,5022.9,2069.0,166.9,7258.8,7736.1,477.3,6.17,2.83,1.27,7.98,37.9,3335.0,17418.0,0.1915,3014.0,339.3,1.552
2018-06-05,학습,216.0,268.08,162.68,87.62,17.78,0.6068,0.3268,0.0663,0.577,0.3571,0.0659,124.622,77.138,14.24,1432.99,880.56,156.32,2469.87,10.9,127.146,39.891,12.757,5095.5,2078.8,171.0,7345.3,7119.5,-225.8,-3.17,2.675,1.23,7.99,37.95,3274.0,17158.0,0.1908,,,1.498
2018-06-06,학습,226.0,316.75,189.58,113.73,13.44,0.5985,0.3591,0.0424,0.5826,0.3576,0.0598,131.663,80.823,13.513,1450.08,890.98,157.34,2498.39,10.82,131.079,40.346,12.749,5253.1,2102.5,170.9,7526.5,6669.3,-857.2,-12.85,,,,,,,,,,
2018-06-07,학습,216.0,242.33,108.74,114.31,19.28,0.4487,0.4717,0.0796,0.5468,0.3881,0.0651,118.118,83.826,14.055,1452.25,903.56,158.81,2514.63,10.81,128.087,40.972,12.906,5133.2,2135.1,173.0,7441.3,6504.6,-936.7,-14.4,2.785,1.29,8.04,38.0,3235.0,17148.0,0.1887,,,1.453
2018-06-08,학습,208.0,250.14,159.62,78.32,12.2,0.6381,0.3131,0.0488,0.5716,0.3677,0.0606,118.897,76.488,12.615,1455.03,907.81,158.73,2521.57,10.83,126.553,40.917,12.581,5071.7,2132.2,168.7,7372.6,7567.8,195.2,2.58,,,,,,,,,,
2018-06-09,학습,216.0,294.96,161.81,113.69,19.46,0.5486,0.3854,0.066,0.5653,0.3726,0.0621,122.103,80.481,13.416,1460.8,915.7,159.45,2535.96,10.83,126.89,41.19,12.6,5085.2,2146.4,168.9,7400.6,9562.1,2161.5,22.6,,,,,,,,,,
2018-06-10,학습,226.0,0.0,,,,,,,0.5607,0.3762,0.0632,126.709,85.012,14.279,1470.71,927.5,160.98,2559.19,10.78,128.94,41.784,12.872,5167.3,2177.4,172.6,7517.3,13063.2,5545.9,42.45,,,,,,,,,,
2018-06-11,학습,149.0,257.78,134.36,106.94,16.48,0.5212,0.4148,0.0639,0.5497,0.3869,0.0634,81.899,57.656,9.445,1435.02,911.0,157.56,2503.57,11.08,112.28,40.1,11.607,4499.7,2089.6,155.6,6745.0,9375.8,2630.8,28.06,2.755,1.37,8.04,37.85,3357.0,16718.0,0.2008,3160.0,415.9,1.147
2018-06-12,학습,216.0,298.95,159.96,122.21,16.78,0.5351,0.4088,0.0561,0.5456,0.3931,0.0614,117.844,84.903,13.253,1438.12,923.06,158.21,2519.4,11.04,116.383,40.849,11.887,4664.1,2128.7,159.4,6952.2,8169.8,1217.6,14.9,2.81,1.325,8.05,37.85,3418.0,16938.0,0.2018,,,1.242
2018-06-13,학습,208.0,233.78,184.1,36.65,13.03,0.7875,0.1568,0.0557,0.6136,0.3266,0.0598,127.625,67.942,12.433,1450.76,917.2,158.0,2525.96,11.05,122.826,40.129,11.832,4922.3,2091.2,158.6,7172.1,6238.4,-933.7,-14.97,,,,,,,,,,
2018-06-14,학습,198.0,187.49,102.77,65.68,19.04,0.5481,0.3503,0.1016,0.5951,0.3333,0.0715,117.838,65.996,14.166,1452.6,909.86,159.53,2521.99,11.11,122.885,39.361,12.314,4924.7,2051.2,165.1,7141.0,5811.6,-1329.4,-22.87,2.61,1.18,8.0,37.95,3255.0,16908.0,0.1925,,,1.089
2018-06-15,학습,158.0,310.42,209.06,89.3,12.06,0.6735,0.2877,0.0389,0.6173,0.3204,0.0623,97.526,50.628,9.846,1433.98,887.74,156.62,2478.34,11.33,114.796,37.48,11.347,4600.5,1953.1,152.1,6705.8,5132.3,-1573.5,-30.66,,,,,,,,,,
2018-06-16,학습,173.0,161.19,105.46,36.94,18.79,0.6543,0.2292,0.1166,0.6277,0.2946,0.0777,108.594,50.973,13.434,1427.92,867.73,157.53,2453.19,11.46,114.235,35.91,11.764,4578.1,1871.3,157.7,6607.1,5619.5,-987.6,-17.57,,,,,,,,,,
2018-06-17,학습,208.0,0.0,,,,,,,0.6352,0.2761,0.0887,132.125,57.434,18.441,1445.88,855.79,163.38,2465.04,11.41,123.302,35.093,13.551,4941.4,1828.8,181.7,6951.8,5911.8,-1040.0,-17.59,,,,,,,,,,
2018-06-18,학습,126.0,303.71,134.17,152.45,17.09,0.4418,0.502,0.0563,0.5805,0.34,0.0795,73.139,42.845,10.016,1403.41,830.21,160.33,2393.95,11.76,105.299,33.233,12.241,4219.9,1731.8,164.1,6115.8,3331.5,-2784.4,-83.58,2.61,1.18,8.02,38.1,3356.0,17368.0,0.1932,3187.0,409.8,0.515
2018-06-19,학습,207.0,261.08,154.76,85.26,21.06,0.5928,0.3266,0.0807,0.584,0.3362,0.0798,120.878,69.598,16.524,1412.08,833.42,164.03,2409.54,11.66,113.291,33.793,13.3,4540.2,1761.0,178.3,6479.5,4648.5,-1831.1,-39.39,2.685,1.265,8.04,38.1,3275.0,17318.0,0.1891,,,0.833
