날짜,구분,소화조_투입량_tpd,반입_총량_tpd,반입_음폐수_tpd,반입_가축분뇨_tpd,반입_음식물_tpd,반입비율_음폐수,반입비율_가축분뇨,반입비율_음식물,유입비율_음폐수,유입비율_가축분뇨,유입비율_음식물,투입톤_음폐수_t,투입톤_가축분뇨_t,투입톤_음식물_t,잔존재고_음폐수_t,잔존재고_가축분뇨_t,잔존재고_음식물_t,잔존재고_합계_t,재고_평균체류일,발생가중재고_음폐수_t,발생가중재고_가축분뇨_t,발생가중재고_음식물_t,예측CH4_음폐수_m3d,예측CH4_가축분뇨_m3d,예측CH4_음식물_m3d,예측CH4_합계_m3d,실측CH4_m3d,잔차_m3d,잔차율_pct,소화액_TS_pct,소화액_VS_pct,소화액_pH,소화조_온도_C,VFA_A_mgL,ALK_A_mgL,VFA_ALK_A,NH3N_A_mgL,FAN_A_mgL,OLR_kgVS_m3d
2018-10-18,학습,162.0,263.62,156.58,89.56,17.48,0.594,0.3397,0.0663,0.6063,0.3242,0.0694,98.227,52.525,11.248,1494.28,784.83,238.02,2517.13,11.62,116.019,32.308,12.151,4649.5,1683.6,162.9,6496.1,17414.0,10917.9,62.7,3.32,1.785,7.84,37.95,2809.0,15728.0,0.1786,,,2.503
2018-10-19,학습,194.0,278.89,178.37,89.02,11.5,0.6396,0.3192,0.0412,0.6158,0.3228,0.0614,119.457,62.623,11.919,1494.26,784.7,230.91,2509.87,11.65,119.335,32.45,11.857,4782.4,1691.0,159.0,6632.4,16956.3,10324.0,60.89,,,,,,,,,,
2018-10-20,학습,184.0,279.53,182.82,78.71,18.0,0.654,0.2816,0.0644,0.6266,0.3111,0.0623,115.296,57.245,11.459,1490.08,779.21,223.9,2493.19,11.71,119.715,32.139,11.52,4797.7,1674.8,154.5,6626.9,16102.8,9475.9,58.85,,,,,,,,,,
2018-10-21,학습,118.0,0.0,,,,,,,0.6344,0.3027,0.0629,74.857,35.724,7.419,1445.8,752.63,213.42,2411.85,12.09,103.774,30.154,10.077,4158.8,1571.4,135.1,5865.3,13375.5,7510.2,56.15,,,,,,,,,,
2018-10-22,학습,186.0,174.8,78.66,77.39,18.75,0.45,0.4427,0.1073,0.5821,0.3424,0.0755,108.273,63.691,14.035,1438.47,756.14,210.39,2405.01,12.08,107.309,30.705,11.079,4300.5,1600.1,148.6,6049.1,14115.2,8066.1,57.14,3.045,1.545,7.77,38.0,3135.0,15928.0,0.1968,3925.0,292.7,2.232
2018-10-23,학습,132.0,232.52,128.97,85.64,17.91,0.5547,0.3683,0.077,0.5743,0.3498,0.0759,75.812,46.169,10.019,1399.27,741.85,203.59,2344.71,12.34,96.505,29.772,10.557,3867.5,1551.4,141.6,5560.5,11483.3,5922.8,51.58,3.245,1.74,7.81,38.0,2911.0,16078.0,0.1811,,,1.645
2018-10-24,학습,152.0,290.03,182.52,89.17,18.34,0.6293,0.3075,0.0632,0.5899,0.3378,0.0723,89.668,51.341,10.991,1377.06,733.88,198.3,2309.24,12.46,95.384,29.393,10.493,3822.6,1531.7,140.7,5495.0,11759.7,6264.7,53.27,3.13,1.47,7.8,38.0,3094.0,15908.0,0.1945,,,1.668
2018-10-25,학습,148.0,225.56,130.36,77.98,17.22,0.5779,0.3457,0.0763,0.5865,0.34,0.0735,86.805,50.323,10.871,1353.76,725.53,193.32,2272.6,12.59,93.548,28.989,10.413,3749.0,1510.7,139.6,5399.3,11371.1,5971.8,52.52,3.09,1.58,7.85,38.05,3012.0,15908.0,0.1893,,,1.53
2018-10-26,학습,118.0,237.82,182.72,40.63,14.47,0.7683,0.1708,0.0608,0.6381,0.2921,0.0699,75.29,34.464,8.246,1320.81,701.98,186.11,2208.9,12.86,87.809,27.378,9.571,3519.0,1426.7,128.3,5074.0,9236.1,4162.1,45.06,3.345,1.525,7.86,38.0,,,,,,1.224
2018-10-27,학습,192.0,148.83,131.49,0.0,17.34,0.8835,0.0,0.1165,0.7076,0.2093,0.0831,135.865,40.181,15.955,1351.07,686.03,187.18,2224.28,12.66,108.5,26.467,11.31,4348.2,1379.2,151.6,5879.1,12529.8,6650.8,53.08,,,,,,,,,,
2018-10-28,학습,192.0,47.53,0.0,47.53,0.0,0.0,1.0,0.0,0.507,0.4334,0.0595,97.351,83.217,11.432,1340.39,714.4,183.65,2238.44,12.49,105.855,29.136,11.138,4242.2,1518.3,149.3,5909.9,13285.7,7375.9,55.52,,,,,,,,,,
2018-10-29,학습,207.0,225.29,103.07,110.12,12.1,0.4575,0.4888,0.0537,0.493,0.4491,0.0579,102.05,92.967,11.983,1335.27,750.24,180.95,2266.46,12.26,106.103,32.183,11.187,4252.2,1677.1,150.0,6079.2,13250.3,7171.0,54.12,3.165,1.605,7.82,38.0,3074.0,15778.0,0.1948,3680.0,318.2,2.261
2018-10-30,학습,216.0,270.23,157.46,95.46,17.31,0.5827,0.3533,0.0641,0.5184,0.4219,0.0596,111.979,91.14,12.882,1340.49,781.4,179.36,2301.25,12.02,110.228,34.624,11.489,4417.5,1804.3,154.0,6375.8,12572.9,6197.1,49.29,3.14,1.615,7.82,38.0,3074.0,15248.0,0.2016,,,2.092
2018-10-31,학습,216.0,267.99,155.68,99.15,13.16,0.5809,0.37,0.0491,0.5361,0.4072,0.0567,115.805,87.958,12.237,1349.11,806.88,177.26,2333.25,11.81,114.302,36.443,11.502,4580.7,1899.1,154.2,6634.1,11055.5,4421.4,39.99,,,,,,,,,,
2018-11-01,학습,216.0,279.33,156.36,108.81,14.16,0.5598,0.3895,0.0507,0.5428,0.4022,0.055,117.252,86.876,11.872,1358.5,829.24,174.96,2362.69,11.64,117.394,37.902,11.401,4704.6,1975.1,152.9,6832.6,10319.7,3487.1,33.79,2.935,1.345,7.78,38.05,3114.0,16508.0,0.1886,,,1.76
2018-11-02,학습,155.0,236.23,182.75,42.42,11.06,0.7736,0.1796,0.0468,0.6083,0.3391,0.0527,94.279,52.559,8.161,1344.16,815.5,169.13,2328.78,11.8,110.111,36.395,10.219,4412.8,1896.6,137.0,6446.4,8524.8,2078.4,24.38,,,,,,,,,,
2018-11-03,학습,205.0,93.54,76.33,0.0,17.21,0.816,0.0,0.184,0.6671,0.243,0.0899,136.765,49.809,18.426,1373.45,800.1,174.03,2347.58,11.68,122.614,34.895,12.493,4913.9,1818.4,167.5,6899.8,9304.0,2404.2,25.84,,,,,,,,,,
2018-11-04,학습,240.0,60.81,0.0,60.81,0.0,0.0,1.0,0.0,0.478,0.4576,0.0644,114.728,109.816,15.457,1378.36,845.95,175.57,2399.88,11.41,121.51,38.422,13.152,4869.6,2002.2,176.3,7048.2,11726.3,4678.1,39.89,,,,,,,,,,
2018-11-05,학습,226.0,172.05,103.26,55.94,12.85,0.6002,0.3251,0.0747,0.5127,0.42,0.0673,115.86,94.926,15.214,1384.01,873.23,176.75,2434.0,11.26,121.282,40.226,13.528,4860.5,2096.2,181.4,7138.1,11334.7,4196.6,37.02,3.18,1.515,7.86,37.9,3058.0,16050.0,0.1905,3851.0,345.3,1.862
2018-11-06,학습,220.0,289.09,184.05,88.13,16.91,0.6367,0.3049,0.0585,0.5478,0.3874,0.0648,120.517,85.223,14.26,1393.87,888.64,176.88,2459.39,11.16,123.005,40.982,13.499,4929.5,2135.6,181.0,7246.1,10174.5,2928.4,28.78,3.04,1.563,7.92,38.0,2938.0,16248.0,0.1808,,,1.766
2018-11-07,학습,240.0,261.52,156.52,86.53,18.47,0.5985,0.3309,0.0706,0.5622,0.3714,0.0665,134.922,89.127,15.951,1417.35,906.71,178.69,2502.74,11.0,129.829,41.937,13.986,5203.0,2185.4,187.5,7575.9,10492.2,2916.3,27.8,3.035,1.515,7.9,37.95,3152.0,16508.0,0.1909,,,1.752
2018-11-08,학습,240.0,249.25,155.85,80.1,13.3,0.6253,0.3214,0.0534,0.5801,0.3572,0.0627,139.215,85.725,15.06,1443.24,919.94,179.46,2542.64,10.86,135.755,42.475,14.051,5440.5,2213.4,188.4,7842.3,10444.8,2602.6,24.92,3.035,1.445,7.87,38.0,3210.0,16312.0,0.1968,,,1.833
2018-11-09,학습,240.0,291.36,156.76,120.45,14.15,0.538,0.4134,0.0486,0.5681,0.3731,0.0587,136.355,89.55,14.095,1464.2,935.94,179.2,2579.34,10.76,138.265,43.239,13.805,5541.1,2253.2,185.1,7979.4,10469.8,2490.4,23.79,,,,,,,,,,
2018-11-10,학습,218.0,176.91,159.86,0.0,17.05,0.9036,0.0,0.0964,0.6632,0.2674,0.0694,144.587,58.283,15.129,1491.71,919.39,180.01,2591.11,10.77,143.106,41.385,13.948,5735.1,2156.6,187.0,8078.8,9852.5,1773.7,18.0,,,,,,,,,,
2018-11-11,학습,214.0,47.35,0.0,47.35,0.0,0.0,1.0,0.0,0.4752,0.475,0.0497,101.7,101.658,10.642,1474.14,947.53,176.26,2597.93,10.8,128.937,43.282,12.699,5167.3,2255.5,170.3,7593.0,10042.7,2449.7,24.39,,,,,,,,,,
2018-11-12,학습,178.0,207.5,104.02,89.54,13.94,0.5013,0.4315,0.0672,0.4826,0.4627,0.0547,85.907,82.361,9.732,1442.18,954.13,171.89,2568.21,10.98,113.882,43.348,11.575,4563.9,2258.9,155.2,6978.0,8224.0,1246.0,15.15,3.08,1.49,7.8,38.1,3157.0,16850.0,0.1874,4896.0,391.4,1.497
2018-11-13,학습,216.0,257.03,158.02,81.2,17.81,0.6148,0.3159,0.0693,0.5201,0.4211,0.0588,112.339,90.956,12.705,1439.21,968.8,170.86,2578.87,10.98,115.169,44.093,11.701,4615.5,2297.7,156.9,7070.1,9472.6,2402.6,25.36,3.145,1.455,7.89,38.1,3072.0,16525.0,0.1859,,,1.679
2018-11-14,학습,220.0,277.96,184.1,79.27,14.59,0.6623,0.2852,0.0525,0.5604,0.3826,0.057,123.29,84.165,12.545,1447.43,975.51,169.74,2592.67,10.96,120.344,44.181,11.739,4822.9,2302.3,157.4,7282.6,9354.0,2071.4,22.14,3.025,1.465,7.86,38.1,3105.0,16408.0,0.1892,,,1.686
2018-11-15,학습,192.0,260.89,156.5,87.05,17.34,0.5999,0.3337,0.0665,0.5716,0.3687,0.0597,109.746,70.791,11.462,1441.45,968.3,167.63,2577.38,11.07,118.117,43.187,11.44,4733.6,2250.5,153.4,7137.5,8622.6,1485.0,17.22,2.955,1.38,7.84,38.0,3185.0,16375.0,0.1945,,,1.541
2018-11-16,학습,188.0,230.47,128.14,89.45,12.88,0.556,0.3881,0.0559,0.5672,0.3742,0.0586,106.628,70.351,11.02,1432.82,961.23,165.25,2559.3,11.19,115.497,42.307,11.103,4628.6,2204.7,148.9,6982.2,8890.7,1908.5,21.47,,,,,,,,,,
2018-11-17,학습,192.0,202.09,183.48,0.0,18.61,0.9079,0.0,0.0921,0.6638,0.2681,0.0681,127.442,51.481,13.076,1445.7,935.86,165.11,2546.67,11.27,122.207,40.05,11.491,4897.5,2087.1,154.1,7138.7,8623.2,1484.6,17.22,,,,,,,,,,
2018-11-18,학습,236.0,41.6,0.0,41.6,0.0,0.0,1.0,0.0,0.4756,0.4756,0.0488,112.243,112.24,11.517,1442.35,973.27,163.43,2579.05,11.14,120.265,42.994,11.287,4819.7,2240.5,151.3,7211.5,10468.2,3256.7,31.11,,,,,,,,,,
2018-11-19,학습,240.0,237.29,103.34,114.24,19.71,0.4355,0.4814,0.0831,0.4642,0.4773,0.0585,111.417,114.54,14.043,1438.45,1009.99,164.4,2612.84,11.03,118.737,45.679,11.906,4758.5,2380.4,159.6,7298.5,10208.9,2910.4,28.51,2.88,1.46,7.88,38.0,3155.0,16178.0,0.195,3659.0,337.0,1.89
2018-11-20,학습,240.0,288.54,182.34,88.86,17.34,0.6319,0.308,0.0601,0.5118,0.4293,0.059,122.826,103.023,14.151,1446.26,1032.26,165.41,2643.93,10.94,122.359,47.037,12.36,4903.6,2451.1,165.7,7520.5,9418.2,1897.7,20.15,2.905,1.47,7.86,38.0,3208.0,16178.0,0.1983,,,1.827
2018-11-21,학습,240.0,262.27,157.28,87.65,17.34,0.5997,0.3342,0.0661,0.5367,0.4023,0.061,128.807,96.556,14.637,1459.43,1046.28,166.82,2672.53,10.86,126.984,47.673,12.816,5089.0,2484.3,171.8,7745.1,9008.1,1263.0,14.02,2.905,1.54,7.84,38.1,3155.0,16200.0,0.1948,,,1.527
2018-11-22,학습,240.0,247.36,153.76,78.94,14.66,0.6216,0.3191,0.0593,0.5608,0.3787,0.0605,134.584,90.896,14.52,1477.32,1053.52,168.0,2698.85,10.81,132.148,47.761,13.091,5295.9,2488.9,175.5,7960.3,8880.5,920.2,10.36,2.775,1.285,7.9,38.1,3142.0,16485.0,0.1906,,,1.74
2018-11-23,학습,240.0,266.77,177.75,77.22,11.8,0.6663,0.2895,0.0442,0.5907,0.3534,0.0559,141.764,84.823,13.413,1500.97,1054.11,167.98,2723.06,10.77,138.204,47.35,12.947,5538.6,2467.4,173.6,8179.7,8619.2,439.5,5.1,,,,,,,,,,
2018-11-24,학습,240.0,152.85,132.11,0.0,20.74,0.8643,0.0,0.1357,0.6682,0.2532,0.0785,160.379,60.778,18.842,1541.34,1030.6,173.39,2745.34,10.74,149.386,45.077,14.477,5986.7,2349.0,194.1,8529.8,8574.5,44.7,0.52,,,,,,,,,,
2018-11-25,학습,240.0,90.22,0.0,90.22,0.0,0.0,1.0,0.0,0.4788,0.4649,0.0563,114.917,111.582,13.501,1533.02,1059.78,173.03,2765.83,10.72,138.096,47.211,13.918,5534.3,2460.2,186.6,8181.1,8643.5,462.4,5.35,,,,,,,,,,
2018-11-26,학습,240.0,214.14,104.16,88.43,21.55,0.4864,0.413,0.1006,0.481,0.4502,0.0688,115.433,108.046,16.52,1525.88,1083.09,175.72,2784.69,10.71,131.341,48.74,14.442,5263.6,2539.9,193.6,7997.1,8054.5,57.4,0.71,2.71,1.375,7.86,38.05,3355.0,16745.0,0.2004,3647.8,324.1,1.59
2018-11-27,학습,240.0,260.19,156.45,80.75,22.99,0.6013,0.3104,0.0884,0.5151,0.4106,0.0744,123.619,98.532,17.849,1527.49,1095.03,179.52,2802.04,10.71,130.449,49.278,15.198,5227.8,2567.9,203.8,7999.5,7612.7,-386.8,-5.08,2.7,1.275,7.92,38.0,3175.0,16848.0,0.1884,3647.8,365.1,1.605
2018-11-28,학습,240.0,250.7,157.27,73.78,19.65,0.6273,0.2943,0.0784,0.5469,0.3776,0.0755,131.255,90.623,18.122,1536.62,1098.1,183.28,2818.0,10.71,132.953,49.102,15.795,5328.2,2558.8,211.8,8098.7,7351.9,-746.8,-10.16,2.81,1.305,7.82,38.0,3251.0,16750.0,0.1941,,,1.551
2018-11-29,학습,240.0,266.16,156.92,89.19,20.05,0.5896,0.3351,0.0753,0.559,0.3656,0.0755,134.158,87.732,18.11,1547.91,1098.03,186.74,2832.68,10.72,135.659,48.721,16.199,5436.6,2538.9,217.2,8192.7,7457.6,-735.1,-9.86,2.655,1.23,7.76,38.0,3560.0,16938.0,0.2102,,,1.611
2018-11-30,학습,240.0,272.23,126.98,122.67,22.58,0.4664,0.4506,0.0829,0.5328,0.3897,0.0776,127.862,93.519,18.619,1552.01,1103.76,190.43,2846.19,10.73,134.809,48.861,16.627,5402.6,2546.2,222.9,8171.7,7751.6,-420.0,-5.42,,,,,,,,,,
2018-12-01,학습,240.0,235.0,212.67,0.0,22.33,0.905,0.0,0.095,0.6383,0.2792,0.0825,153.185,67.009,19.806,1581.1,1082.51,195.01,2858.63,10.75,144.414,46.859,17.274,5787.5,2441.9,231.6,8461.0,7884.0,-577.0,-7.32,,,,,,,,,,
2018-12-02,학습,240.0,80.65,0.0,80.65,0.0,0.0,1.0,0.0,0.4573,0.4835,0.0591,109.762,116.047,14.191,1564.45,1112.01,193.61,2870.06,10.76,132.968,49.081,16.031,5328.8,2557.7,214.9,8101.4,8764.2,662.8,7.56,,,,,,,,,,
2018-12-03,학습,240.0,189.78,126.53,40.16,23.09,0.6667,0.2116,0.1217,0.5167,0.4064,0.0769,124.006,97.548,18.446,1563.37,1120.64,196.57,2880.58,10.78,131.607,49.489,16.46,5274.3,2578.9,220.7,8073.9,7891.6,-182.3,-2.31,2.76,1.13,7.87,38.15,3562.0,16778.0,0.2123,3545.7,346.5,1.656
2018-12-04,학습,240.0,299.17,181.78,88.29,29.1,0.6076,0.2951,0.0973,0.5425,0.3749,0.0826,130.192,89.974,19.835,1568.56,1121.02,200.69,2890.27,10.8,133.242,49.229,17.17,5339.8,2565.4,230.2,8135.4,8173.9,38.5,0.47,2.735,1.27,7.78,38.1,3420.0,16678.0,0.2051,,,1.716
2018-12-05,학습,240.0,289.54,182.52,90.07,16.95,0.6304,0.3111,0.0585,0.5674,0.3568,0.0758,136.173,85.632,18.195,1579.32,1117.02,202.84,2899.17,10.83,136.643,48.661,17.161,5476.1,2535.8,230.1,8241.9,8058.7,-183.3,-2.27,2.69,1.195,7.8,37.95,3622.0,16478.0,0.2198,,,1.656
2018-12-06,학습,240.0,296.71,157.17,121.22,18.32,0.5297,0.4085,0.0617,0.5567,0.3715,0.0718,133.61,89.153,17.238,1586.65,1116.86,203.86,2907.37,10.85,137.715,48.461,16.868,5519.0,2525.3,226.2,8270.5,8121.9,-148.6,-1.83,2.91,1.33,7.76,37.9,3790.0,16370.0,0.2315,,,1.656
2018-12-07,학습,240.0,215.06,155.76,37.09,22.21,0.7243,0.1725,0.1033,0.6042,0.3151,0.0807,145.009,75.614,19.377,1604.8,1103.17,206.94,2914.91,10.88,142.936,47.207,17.31,5728.2,2460.0,232.1,8420.4,8253.5,-166.9,-2.02,2.565,1.06,7.78,37.8,3905.0,16425.0,0.2377,,,1.647
2018-12-08,학습,240.0,235.29,129.36,89.3,16.63,0.5498,0.3795,0.0707,0.5888,0.3333,0.0779,141.307,80.0,18.693,1617.79,1094.97,209.08,2921.84,10.9,144.675,46.493,17.406,5797.9,2422.8,233.4,8454.1,8481.1,26.9,0.32,,,,,,,,,,
2018-12-09,학습,240.0,0.0,,,,,,,0.5777,0.3464,0.0758,138.654,83.143,18.202,1627.1,1090.56,210.57,2928.23,10.92,144.686,46.139,17.325,5798.4,2404.3,232.3,8435.0,8708.0,273.0,3.13,,,,,,,,,,
2018-12-10,학습,240.0,268.0,157.09,88.79,22.12,0.5862,0.3313,0.0825,0.5801,0.3421,0.0777,139.228,82.114,18.658,1636.23,1085.48,212.39,2934.1,10.95,144.923,45.755,17.406,5807.9,2384.3,233.4,8425.6,8167.4,-258.2,-3.16,2.715,1.24,7.8,38.1,3257.0,15398.0,0.2115,4501.0,359.8,1.689
2018-12-11,학습,240.0,228.68,129.2,79.67,19.81,0.565,0.3484,0.0866,0.5758,0.3439,0.0803,138.198,82.539,19.262,1643.6,1081.23,214.67,2939.5,10.97,144.657,45.463,17.642,5797.2,2369.1,236.5,8402.9,7707.8,-695.1,-9.02,2.715,1.085,7.78,38.0,3325.0,15288.0,0.2175,,,1.488
2018-12-12,학습,240.0,300.89,206.37,77.75,16.77,0.6859,0.2584,0.0557,0.607,0.3197,0.0733,145.685,76.722,17.594,1657.87,1071.5,215.1,2944.47,11.0,147.487,44.75,17.303,5910.6,2332.0,232.0,8474.6,8047.3,-427.3,-5.31,2.595,1.12,7.78,37.9,3240.0,15298.0,0.2118,,,1.737
2018-12-13,학습,240.0,257.36,152.84,87.53,16.99,0.5939,0.3401,0.066,0.6033,0.3255,0.0712,144.79,78.112,17.098,1670.11,1063.94,215.0,2949.04,11.02,148.875,44.256,16.923,5966.3,2306.2,226.9,8499.4,8443.5,-55.9,-0.66,2.61,1.275,7.82,38.0,3205.0,15527.0,0.2064,,,1.854
2018-12-14,학습,240.0,290.13,181.48,89.03,19.62,0.6255,0.3069,0.0676,0.6096,0.3202,0.0702,146.302,76.846,16.852,1682.87,1055.72,214.66,2953.25,11.04,150.336,43.734,16.59,6024.8,2279.0,222.4,8526.3,8270.6,-255.7,-3.09,2.815,1.23,7.78,38.15,3082.0,15690.0,0.1964,,,1.677
2018-12-15,학습,240.0,175.64,79.76,80.2,15.68,0.4541,0.4566,0.0893,0.5655,0.3589,0.0756,135.724,86.127,18.148,1684.04,1057.43,215.65,2957.12,11.07,147.005,44.034,16.752,5891.3,2294.7,224.6,8410.6,8367.4,-43.2,-0.52,,,,,,,,,,
2018-12-16,학습,240.0,0.0,,,,,,,0.5339,0.3866,0.0795,128.145,92.778,19.077,1677.54,1065.66,217.48,2960.68,11.09,141.92,44.821,17.141,5687.5,2335.7,229.8,8253.0,8546.2,293.2,3.43,,,,,,,,,,
2018-12-17,학습,240.0,287.14,185.09,77.82,24.23,0.6446,0.271,0.0844,0.5653,0.3538,0.0809,135.674,84.916,19.41,1679.08,1065.37,219.5,2963.96,11.11,141.795,44.86,17.506,5682.5,2337.7,234.7,8254.9,8313.8,58.8,0.71,2.59,1.335,7.8,38.0,3095.0,15893.0,0.1947,,,1.659
2018-12-18,학습,240.0,253.24,147.69,89.72,15.83,0.5832,0.3543,0.0625,0.5704,0.354,0.0757,136.891,84.948,18.161,1681.72,1065.14,220.11,2966.98,11.13,142.205,44.896,17.38,5698.9,2339.6,233.0,8271.5,8272.1,0.5,0.01,,,,,,,,,,
2018-12-19,학습,240.0,259.86,156.19,87.8,15.87,0.6011,0.3379,0.0611,0.5791,0.3494,0.0715,138.978,83.854,17.168,1686.24,1063.83,219.68,2969.75,11.15,143.292,44.839,16.996,5742.5,2336.6,227.9,8307.0,7898.6,-408.4,-5.17,2.795,1.32,7.8,38.1,3158.0,16052.0,0.1967,,,1.695
2018-12-20,학습,240.0,253.94,157.29,78.97,17.68,0.6194,0.311,0.0696,0.5905,0.3385,0.071,141.721,81.241,17.038,1693.13,1060.01,219.15,2972.3,11.17,145.06,44.581,16.696,5813.4,2323.2,223.9,8360.4,7593.3,-767.2,-10.1,2.64,1.22,7.76,37.9,3094.0,15930.0,0.1942,,,1.656
2018-12-21,학습,240.0,193.85,102.61,72.82,18.42,0.5293,0.3757,0.095,0.5732,0.349,0.0778,137.559,83.768,18.673,1695.32,1059.03,220.3,2974.65,11.19,144.486,44.565,16.981,5790.4,2322.3,227.7,8340.4,7572.5,-767.9,-10.14,2.7,1.15,7.78,38.0,3154.0,15925.0,0.1981,,,1.644
2018-12-22,학습,240.0,212.02,107.44,88.0,16.58,0.5067,0.4151,0.0782,0.5543,0.3677,0.0779,133.041,88.26,18.7,1692.81,1062.61,221.39,2976.81,11.2,142.324,44.91,17.184,5703.7,2340.3,230.4,8274.4,7998.9,-275.6,-3.45,,,,,,,,,,
2018-12-23,학습,240.0,0.0,,,,,,,0.5408,0.3812,0.078,129.803,91.478,18.719,1687.26,1069.13,222.41,2978.8,11.22,139.696,45.461,17.328,5598.4,2369.0,232.3,8199.7,8152.2,-47.5,-0.58,,,,,,,,,,
2018-12-24,학습,206.0,265.97,154.68,89.69,21.6,0.5816,0.3372,0.0812,0.5524,0.3687,0.0789,113.792,75.953,16.255,1666.15,1059.6,220.88,2946.63,11.37,131.671,44.686,16.687,5276.8,2328.6,223.7,7829.2,6832.9,-996.3,-14.58,2.54,1.185,7.78,38.0,3085.0,15843.0,0.1947,4357.0,339.0,1.393
2018-12-25,학습,216.0,224.27,129.24,78.57,16.46,0.5763,0.3503,0.0734,0.5592,0.3635,0.0773,120.778,78.515,16.706,1653.71,1053.39,219.93,2927.03,11.45,129.516,44.234,16.386,5190.4,2305.1,219.7,7715.2,6768.2,-947.0,-13.99,,,,,,,,,,
2018-12-26,학습,209.0,198.17,103.67,78.91,15.59,0.5231,0.3982,0.0787,0.5489,0.3733,0.0777,114.73,78.026,16.244,1636.21,1047.19,218.59,2901.99,11.56,125.768,43.81,16.041,5040.2,2283.0,215.1,7538.3,6559.9,-978.4,-14.91,2.645,1.51,7.84,37.95,3105.0,15975.0,0.1944,,,1.382
2018-12-27,학습,200.0,259.97,180.22,62.61,17.14,0.6932,0.2408,0.0659,0.5898,0.3358,0.0744,117.97,67.155,14.876,1623.36,1030.62,215.98,2869.96,11.68,124.752,42.581,15.396,4999.5,2218.9,206.4,7424.9,6200.3,-1224.5,-19.75,2.62,1.275,7.79,37.9,3120.0,15753.0,0.1981,,,1.34
2018-12-28,학습,202.0,160.32,72.62,71.45,16.25,0.453,0.4457,0.1014,0.551,0.3669,0.082,111.312,74.119,16.569,1604.87,1022.34,215.28,2842.49,11.78,121.462,42.094,15.465,4867.7,2193.5,207.4,7268.6,6207.9,-1060.7,-17.09,2.415,1.025,7.8,37.9,3086.0,15872.0,0.1944,,,1.308
2018-12-29,학습,202.0,125.76,108.45,0.0,17.31,0.8624,0.0,0.1376,0.6393,0.2629,0.0978,129.137,53.109,19.754,1605.69,993.7,217.82,2817.22,11.86,126.564,39.999,16.467,5072.1,2084.4,220.8,7377.3,6155.7,-1221.6,-19.85,,,,,,,,,,
2018-12-30,학습,211.0,21.06,0.0,21.06,0.0,0.0,1.0,0.0,0.4581,0.4719,0.0701,96.654,99.561,14.785,1573.96,1013.81,215.19,2802.97,11.9,116.716,41.936,15.659,4677.5,2185.4,210.0,7072.8,6539.4,-533.4,-8.16,,,,,,,,,,
2018-12-31,학습,187.0,184.97,108.18,57.11,19.68,0.5849,0.3088,0.1064,0.494,0.4256,0.0804,92.38,79.591,15.029,1540.5,1012.34,213.02,2765.86,12.02,108.934,41.984,15.182,4365.6,2187.8,203.6,6757.0,5580.8,-1176.2,-21.08,2.49,1.085,7.78,38.0,3055.0,15652.0,0.1952,3704.0,276.2,1.136
2019-01-01,학습,192.0,179.7,77.88,88.65,13.17,0.4334,0.4933,0.0733,0.4768,0.4448,0.0784,91.551,85.404,15.045,1508.88,1016.8,211.03,2736.71,12.11,103.802,42.49,14.861,4160.0,2214.2,199.3,6573.4,5432.2,-1141.2,-21.01,2.54,1.095,7.78,38.05,3120.0,15825.0,0.1972,,,1.162
2019-01-02,학습,196.0,261.16,155.7,90.04,15.42,0.5962,0.3448,0.059,0.5107,0.4165,0.0729,100.09,81.625,14.286,1488.32,1017.13,208.44,2713.89,12.16,104.053,42.617,14.415,4170.0,2220.8,193.3,6584.1,5406.0,-1178.1,-21.79,2.595,1.12,7.76,38.0,3206.0,15670.0,0.2046,,,1.147
2019-01-03,학습,200.0,233.4,103.03,114.13,16.24,0.4414,0.489,0.0696,0.491,0.437,0.0719,98.207,87.403,14.39,1467.53,1023.21,206.17,2696.9,12.19,103.455,43.187,14.142,4146.0,2250.5,189.6,6586.2,5365.1,-1221.1,-22.76,2.46,1.03,7.82,38.05,3124.0,15880.0,0.1967,,,1.142
2019-01-04,학습,204.0,205.22,147.3,40.93,16.99,0.7178,0.1994,0.0828,0.5553,0.3697,0.075,113.283,75.413,15.304,1463.48,1016.81,204.99,2685.27,12.19,109.116,42.712,14.23,4372.9,2225.8,190.8,6789.5,5600.3,-1189.2,-21.23,,,,,,,,,,
2019-01-05,학습,208.0,251.27,142.76,89.09,19.42,0.5682,0.3546,0.0773,0.5589,0.3654,0.0757,116.261,76.0,15.738,1462.72,1011.51,204.33,2678.57,12.16,113.799,42.356,14.421,4560.6,2207.2,193.4,6961.1,6118.2,-842.9,-13.78,,,,,,,,,,
2019-01-06,학습,208.0,26.4,26.4,,,1.0,,,0.6094,0.3228,0.0678,126.75,67.143,14.107,1472.52,997.78,202.1,2672.4,12.14,120.883,41.345,14.061,4844.5,2154.5,188.5,7187.5,6462.9,-724.6,-11.21,,,,,,,,,,
2019-01-07,학습,216.0,230.18,75.95,133.38,20.85,0.33,0.5795,0.0906,0.5366,0.3897,0.0738,115.896,84.173,15.931,1470.68,1002.17,201.88,2674.73,12.08,120.91,41.848,14.363,4845.5,2180.8,192.6,7218.9,6574.1,-644.8,-9.81,2.51,1.125,7.8,37.95,3305.0,15540.0,0.2127,2914.4,231.6,1.377
