date,year,month,dow,intake_total_tpd,intake_foodww_tpd,intake_manure_tpd,intake_food_tpd,leach_pH,leach_TS_pct,leach_VS_pct,acid_pH,acid_TS_pct,acid_VS_pct,acid_CODcr_mgL,acid_TN_mgL,acid_NH3N_mgL,feed_A_tpd,feed_B_tpd,dig_T_A_C,dig_T_B_C,dig_pH_A,dig_pH_B,VFA_A_mgL,ALK_A_mgL,VFA_B_mgL,ALK_B_mgL,NH3N_A_mgL,NH3N_B_mgL,dig_TS_A_pct,dig_VS_A_pct,dig_TS_B_pct,dig_VS_B_pct,dig_CODcr_A_mgL,dig_CODcr_B_mgL,dig_TN_A_mgL,biogas_A_m3d,biogas_B_m3d,biogas_AB_raw_m3d,CH4_A_pct,CH4_B_pct,gasconc_CH4_pct,gasconc_CO2_pct,dewater_tpd,flag_TA_sensor_fault,flag_TB_sensor_fault,flag_ALKB_corrupted,flag_feed_frozen,flag_regime_2018,feed_AB_tpd,biogas_AB_m3d,CH4_pct,CH4_m3d,VFA_ALK_A,VFA_ALK_B,VS_load_tpd,HRT_d,OLR_kgVS_m3d,gas_per_VS_m3tVS,FAN_A_mgL,FAN_B_mgL
2021-02-18,2021,2,3,197.12,99.75,86.94,10.43,7.86,,1.68,4.79,6.37,4.69,165210.0,,,82.0,82.0,38.0,38.0,8.13,8.14,2924.0,17569.0,2776.0,17615.0,,,2.45,1.01,2.58,1.07,30834.0,30908.0,,4462.0,4732.0,9194.0,61.7,61.9,61.8,38.19,315.0,0,0,0,0,0,164.0,9194.0,61.8,5681.892,0.16643,0.157593,7.6916,48.780488,0.96145,1195.32997,,
2021-02-19,2021,2,4,181.38,80.09,87.45,13.84,,,,,,,,,,82.0,82.0,,38.0,,,,,,,,,,,,,,,,4607.0,4842.0,9449.0,,,,,208.0,0,0,0,0,0,164.0,9449.0,,,,,,48.780488,,,,
2021-02-20,2021,2,5,153.06,76.28,58.31,18.47,,,,,,,,,,82.0,82.0,,,,,,,,,,,,,,,,,,4504.0,4804.0,9308.0,,,,,315.0,0,0,0,0,0,164.0,9308.0,,,,,,48.780488,,,,
2021-02-21,2021,2,6,0.0,0.0,0.0,0.0,,,,,,,,,,82.0,82.0,,,,,,,,,,,,,,,,,,4596.0,4896.0,9492.0,,,,,261.0,0,0,0,0,0,164.0,9492.0,,,,,,48.780488,,,,
2021-02-22,2021,2,0,169.51,108.99,39.47,21.05,,,,,,,,,,82.0,82.0,,,,,,,,,,,,,,,,,,4720.0,4977.0,9697.0,,,,,250.0,0,0,0,0,0,164.0,9697.0,,,,,,48.780488,,,,
2021-02-23,2021,2,1,137.34,77.37,45.35,14.62,7.49,,3.02,4.48,7.05,5.23,183812.0,5912.0,2801.0,80.0,80.0,38.0,38.0,8.08,8.08,2549.0,17128.0,2642.0,17283.0,4217.0,4562.0,2.53,0.95,2.65,0.92,26889.0,32605.0,5613.0,4873.0,5171.0,10044.0,62.0,62.1,62.05,37.94,245.0,0,0,0,0,0,160.0,10044.0,62.05,6232.302,0.148821,0.152867,8.368,50.0,1.046,1200.286807,595.712666,644.448941
2021-02-24,2021,2,2,185.52,105.0,65.46,15.06,7.5,,2.84,4.31,7.64,5.93,190441.0,,,76.0,76.0,38.0,38.0,8.1,8.1,2713.0,17105.0,2613.0,17168.0,,,2.5,1.03,2.34,0.91,28161.0,30275.0,,5038.0,5347.0,10385.0,62.2,62.1,62.15,37.84,242.0,0,0,0,0,0,152.0,10385.0,62.15,6454.2775,0.158609,0.152202,9.0136,52.631579,1.1267,1152.147865,,
2021-02-25,2021,2,3,149.3,78.06,56.64,14.63,7.68,2.85,1.77,4.41,7.66,5.77,206301.0,,,72.0,72.0,38.0,38.0,8.1,8.11,2803.0,17086.0,2761.0,17128.0,,,2.62,1.14,2.52,1.0,34616.0,34904.0,,4650.0,4989.0,9639.0,62.3,62.5,62.4,37.59,146.0,0,0,0,0,0,144.0,9639.0,62.4,6014.736,0.164052,0.161198,8.3088,55.555556,1.0386,1160.095321,,
2021-02-26,2021,2,4,287.78,125.18,147.27,15.33,7.79,,1.57,4.72,6.16,4.49,140834.0,,,72.0,72.0,37.9,38.0,8.1,8.1,2362.0,17863.0,2418.0,17786.0,,,2.59,1.09,2.61,1.05,26137.0,24883.0,,3933.0,4176.0,8109.0,64.6,64.4,64.5,35.49,251.0,0,0,0,0,0,144.0,8109.0,64.5,5230.305,0.132229,0.13595,6.4656,55.555556,0.8082,1254.175947,,
2021-02-27,2021,2,5,140.63,75.02,48.38,17.23,8.04,,1.56,4.9,6.22,4.67,148270.0,,,72.0,72.0,38.0,,8.13,8.13,2346.0,17657.0,2393.0,17515.0,,,2.43,1.04,2.54,0.92,30126.0,28658.0,,3694.0,3969.0,7663.0,61.6,61.4,61.5,38.49,168.0,0,0,0,0,0,144.0,7663.0,61.5,4712.745,0.132865,0.136626,6.7248,55.555556,0.8406,1139.513443,,
2021-02-28,2021,2,6,0.0,0.0,0.0,0.0,7.92,2.52,1.54,4.69,6.77,5.12,156875.0,,,72.0,72.0,38.1,,8.14,8.14,2393.0,17705.0,2361.0,17496.0,,,2.45,1.05,2.58,1.12,23706.0,24421.0,,3678.0,3901.0,7579.0,61.8,61.6,61.7,38.29,213.0,0,0,0,0,0,144.0,7579.0,61.7,4676.243,0.13516,0.134945,7.3728,55.555556,0.9216,1027.967665,,
2021-03-01,2021,3,0,308.85,152.68,136.4,19.77,,,,,,,,,,72.0,72.0,,,,,,,,,,,,,,,,,,3726.0,3949.0,7675.0,,,,,111.0,0,0,0,0,0,144.0,7675.0,,,,,,55.555556,,,,
2021-03-02,2021,3,1,208.0,73.41,122.89,11.7,7.78,,2.39,4.75,6.22,4.51,152027.0,5662.0,3040.0,72.0,72.0,37.9,37.9,8.19,8.19,2512.0,17619.0,2425.0,17599.0,4635.0,4968.0,2.54,0.99,2.7,0.95,35664.0,31224.0,5825.0,3721.0,3962.0,7683.0,60.6,60.7,60.65,39.34,247.0,0,0,0,0,0,144.0,7683.0,60.65,4659.7395,0.142573,0.137792,6.4944,55.555556,0.8118,1183.019217,806.158722,864.076922
2021-03-03,2021,3,2,94.45,81.28,0.0,13.17,7.51,,1.94,4.51,6.24,4.6,155139.0,,,72.0,72.0,37.9,38.0,8.01,7.98,2656.0,17139.0,2594.0,17361.0,,,2.6,1.13,2.77,1.18,32583.0,31617.0,,3821.0,4095.0,7916.0,60.6,60.4,60.5,39.49,150.0,0,0,0,0,0,144.0,7916.0,60.5,4789.18,0.154968,0.149415,6.624,55.555556,0.828,1195.048309,,
2021-03-04,2021,3,3,125.64,67.86,41.62,16.16,7.68,3.01,1.79,4.59,6.57,4.86,160432.0,,,72.0,72.0,38.0,38.0,8.02,8.0,2573.0,17095.0,2704.0,17459.0,,,2.62,1.09,2.78,1.15,30876.0,32049.0,,3821.0,4096.0,7917.0,60.7,60.8,60.75,39.24,234.0,0,0,0,0,0,144.0,7917.0,60.75,4809.5775,0.150512,0.154877,6.9984,55.555556,0.8748,1131.258573,,
2021-03-05,2021,3,4,260.59,108.13,136.16,16.3,7.85,,2.03,4.66,6.38,4.64,164279.0,,,76.0,76.0,38.0,38.0,7.99,8.0,2445.0,17260.0,2761.0,17375.0,,,2.63,1.07,2.7,1.01,31351.0,39186.0,,3900.0,4155.0,8055.0,60.9,61.1,61.0,38.99,163.0,0,0,0,0,0,152.0,8055.0,61.0,4913.55,0.141657,0.158906,7.0528,52.631579,0.8816,1142.099592,,
2021-03-06,2021,3,5,151.96,78.29,57.62,16.05,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,4045.0,4320.0,8365.0,,,,,243.0,0,0,0,0,0,160.0,8365.0,,,,,,50.0,,,,
2021-03-07,2021,3,6,45.41,0.0,45.41,0.0,,,,,,,,,,84.0,84.0,,,,,,,,,,,,,,,,,,4174.0,4469.0,8643.0,,,,,245.0,0,0,0,0,0,168.0,8643.0,,,,,,47.619048,,,,
2021-03-08,2021,3,0,163.22,104.57,39.19,19.46,,,,,,,,,,83.0,84.0,,,,,,,,,,,,,,,,,,4212.0,4438.0,8650.0,61.4,61.5,61.45,38.54,225.0,0,0,0,0,0,167.0,8650.0,61.45,5315.425,,,,47.904192,,,,
2021-03-09,2021,3,1,176.66,74.79,88.5,13.37,7.34,,2.12,4.68,6.23,4.68,123552.0,4984.0,2468.0,84.0,84.0,38.0,38.0,7.94,7.94,2813.0,17068.0,2893.0,17242.0,5236.0,5401.0,2.75,1.3,2.87,1.28,29959.0,33369.0,6352.0,4183.0,4459.0,8642.0,61.6,61.7,61.65,38.34,326.0,0,0,0,0,0,168.0,8642.0,61.65,5327.793,0.164811,0.167788,7.8624,47.619048,0.9828,1099.155474,557.540847,575.110412
2021-03-10,2021,3,2,254.15,105.01,135.99,13.15,7.34,4.02,2.42,4.66,6.2,4.86,197768.0,5243.0,2611.0,84.0,84.0,38.0,38.0,8.0,8.0,2739.0,16927.0,2871.0,17198.0,4963.0,5243.0,2.69,0.98,2.74,1.02,30944.0,31720.0,5915.0,4215.0,4482.0,8697.0,61.6,61.6,61.6,38.39,229.0,0,0,0,0,0,168.0,8697.0,61.6,5357.352,0.161812,0.166938,8.1648,47.619048,1.0206,1065.182246,597.342614,631.043185
2021-03-11,2021,3,3,170.52,77.84,79.83,12.85,7.61,,2.16,4.7,6.63,4.56,169188.0,6130.0,,84.0,84.0,38.0,38.0,7.97,7.97,2586.0,16529.0,2649.0,16836.0,,,2.64,1.15,2.59,1.03,29517.0,26961.0,5744.0,4331.0,4625.0,8956.0,61.7,61.9,61.8,38.19,321.0,0,0,0,0,0,168.0,8956.0,61.8,5534.808,0.156452,0.157341,7.6608,47.619048,0.9576,1169.068505,,
2021-03-12,2021,3,4,285.77,182.93,87.85,14.99,7.47,,2.48,4.7,6.67,5.04,159108.0,6130.0,,84.0,84.0,38.0,38.0,7.96,7.96,2427.0,16488.0,2672.0,16758.0,,,2.51,1.23,2.67,1.21,26385.0,28003.0,5240.0,4367.0,4642.0,9009.0,61.5,61.7,61.6,38.39,233.0,0,0,0,0,0,168.0,9009.0,61.6,5549.544,0.147198,0.159446,8.4672,47.619048,1.0584,1063.988095,,
2021-03-13,2021,3,5,184.48,77.62,91.44,15.42,,,,,,,,,,84.0,84.0,,,,,,,,,,,,,,,,,,4441.0,4707.0,9148.0,,,,,316.0,0,0,0,0,0,168.0,9148.0,,,,,,47.619048,,,,
2021-03-14,2021,3,6,0.0,0.0,0.0,0.0,,,,,,,,,,84.0,84.0,,,,,,,,,,,,,,,,,,4500.0,4812.0,9312.0,,,,,329.0,0,0,0,0,0,168.0,9312.0,,,,,,47.619048,,,,
2021-03-15,2021,3,0,261.87,131.37,110.48,20.02,7.47,,2.71,4.7,6.8,4.78,167012.0,6794.0,3051.0,84.0,84.0,38.0,38.0,8.04,8.01,2376.0,16980.0,2538.0,17120.0,4725.0,4905.0,2.51,1.14,2.53,1.01,28264.0,30265.0,5694.0,4578.0,4877.0,9455.0,61.4,61.3,61.35,38.64,267.0,0,0,0,0,0,168.0,9455.0,61.35,5800.6425,0.139929,0.148248,8.0304,47.619048,1.0038,1177.400877,616.40627,602.424163
2021-03-16,2021,3,1,200.69,128.97,57.6,14.12,7.53,3.88,2.42,4.79,6.67,4.85,158421.0,,,84.0,84.0,37.9,38.0,7.92,7.95,2578.0,16825.0,2642.0,16950.0,,,2.6,1.16,2.52,1.02,29581.0,31064.0,,4481.0,4788.0,9269.0,61.1,61.0,61.05,38.94,286.0,0,0,0,0,0,168.0,9269.0,61.05,5658.7245,0.153224,0.15587,8.148,47.619048,1.0185,1137.579774,,
2021-03-17,2021,3,2,180.85,103.59,64.8,12.46,7.37,,2.11,4.73,6.72,4.79,164951.0,,,84.0,84.0,37.9,38.0,7.99,7.96,2613.0,16914.0,2690.0,16994.0,,,2.39,0.97,2.53,1.01,30146.0,30667.0,,4450.0,4777.0,9227.0,61.2,61.1,61.15,38.84,290.0,0,0,0,0,0,168.0,9227.0,61.15,5642.3105,0.154487,0.158291,8.0472,47.619048,1.0059,1146.610001,,
2021-03-18,2021,3,3,187.19,131.36,41.83,14.0,,,,,,,,,,84.0,84.0,,,,,,,,,,,,,,,,,,4490.0,4797.0,9287.0,,,,,315.0,0,0,0,0,0,168.0,9287.0,,,,,,47.619048,,,,
2021-03-19,2021,3,4,302.67,107.29,179.61,15.77,7.42,3.06,1.79,4.66,6.34,4.65,194396.0,7756.0,,84.0,84.0,38.0,38.0,7.95,7.94,2725.0,17069.0,2583.0,17115.0,,,2.41,1.03,2.27,0.83,36825.0,32333.0,,4370.0,4691.0,9061.0,60.5,60.6,60.55,39.44,315.0,0,0,0,0,0,168.0,9061.0,60.55,5486.4355,0.159646,0.15092,7.812,47.619048,0.9765,1159.882232,,
2021-03-20,2021,3,5,151.16,77.98,56.65,16.53,,,,,,,,,,84.0,84.0,,,,,,,,,,,,,,,,,,4358.0,4637.0,8995.0,,,,,260.0,0,0,0,0,0,168.0,8995.0,,,,,,47.619048,,,,
2021-03-21,2021,3,6,0.0,0.0,0.0,0.0,,,,,,,,,,84.0,84.0,,,,,,,,,,,,,,,,,,4405.0,4708.0,9113.0,,,,,338.0,0,0,0,0,0,168.0,9113.0,,,,,,47.619048,,,,
2021-03-22,2021,3,0,260.17,156.39,85.08,18.7,,,,,,,,,,84.0,84.0,,,,,,,,,,,,,,,,,,4391.0,4671.0,9062.0,,,,,339.0,0,0,0,0,0,168.0,9062.0,,,,,,47.619048,,,,
2021-03-23,2021,3,1,237.21,157.17,66.39,13.65,,,,,,,,,,83.0,82.0,,,,,,,,,,,,,,,,,,4346.0,4629.0,8975.0,,,,,299.0,0,0,0,0,0,165.0,8975.0,,,,,,48.484848,,,,
2021-03-24,2021,3,2,242.82,186.78,41.41,14.63,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,4233.0,4516.0,8749.0,,,,,339.0,0,0,0,0,0,160.0,8749.0,,,,,,50.0,,,,
2021-03-25,2021,3,3,177.29,105.91,57.82,13.56,7.59,3.01,1.57,4.64,6.85,4.85,184378.0,6965.0,3218.0,80.0,80.0,37.9,38.0,7.89,7.91,2831.0,16848.0,2794.0,16752.0,4911.0,5108.0,2.6,1.04,2.66,1.08,35467.0,34256.0,5813.0,4247.0,4525.0,8772.0,61.5,61.4,61.45,38.54,338.0,0,0,0,0,0,160.0,8772.0,61.45,5390.394,0.168032,0.166786,7.76,50.0,0.97,1130.412371,468.764556,511.240903
2021-03-26,2021,3,4,245.63,211.82,19.41,14.4,7.65,,1.68,4.7,6.57,4.71,175924.0,,,80.0,80.0,38.0,38.0,7.88,7.9,2784.0,16912.0,2839.0,16628.0,,,2.58,1.02,2.62,1.04,34251.0,32618.0,,4209.0,4428.0,8637.0,61.2,61.2,61.2,38.79,339.0,0,0,0,0,0,160.0,8637.0,61.2,5285.844,0.164617,0.170736,7.536,50.0,0.942,1146.098726,,
2021-03-27,2021,3,5,182.08,76.85,89.83,15.4,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,4295.0,4514.0,8809.0,,,,,240.0,0,0,0,0,0,160.0,8809.0,,,,,,50.0,,,,
2021-03-28,2021,3,6,0.0,0.0,0.0,0.0,,,,,,,,,,80.0,80.0,,,,,,,,,,,,,,,,,,4323.0,4574.0,8897.0,,,,,339.0,0,0,0,0,0,160.0,8897.0,,,,,,50.0,,,,
2021-03-29,2021,3,0,289.96,158.45,110.88,20.63,7.56,,1.78,4.49,6.52,4.77,178145.0,6227.0,2913.0,80.0,80.0,38.4,37.9,7.94,7.94,2631.0,17154.0,2728.0,17005.0,4987.0,5097.0,2.64,1.15,2.6,1.09,28884.0,29894.0,5936.0,4534.0,4791.0,9325.0,60.6,60.8,60.7,39.29,339.0,0,0,0,0,0,160.0,9325.0,60.7,5660.275,0.153375,0.160423,7.632,50.0,0.954,1221.82914,543.459854,539.598224
2021-03-30,2021,3,1,328.97,212.14,103.8,13.03,,,,,,,,,,81.0,83.0,,,,,,,,,,,,,,,,,,4438.0,4759.0,9197.0,,,,,230.0,0,0,0,0,0,164.0,9197.0,,,,,,48.780488,,,,
2021-03-31,2021,3,2,246.97,214.34,19.4,13.23,7.51,2.88,1.6,4.5,6.65,4.81,172678.0,,,84.0,84.0,38.2,38.1,7.93,7.91,2704.0,17283.0,2814.0,17169.0,,,2.68,1.03,2.51,1.0,30944.0,31104.0,,4630.0,4931.0,9561.0,61.0,60.8,60.9,39.09,331.0,0,0,0,0,0,168.0,9561.0,60.9,5822.649,0.156454,0.1639,8.0808,47.619048,1.0101,1183.174933,,
2021-04-01,2021,4,3,241.13,160.3,65.3,15.53,,,,,,,,,,84.0,84.0,,,,,,,,,,,,,,,,,,4276.0,4614.0,8890.0,,,,,362.0,0,0,0,0,0,168.0,8890.0,,,,,,47.619048,,,,
2021-04-02,2021,4,4,363.85,215.26,133.25,15.34,7.53,,1.52,4.44,7.2,5.22,179790.0,,,85.0,85.0,38.1,37.9,7.89,7.92,2897.0,17064.0,2934.0,17145.0,,,2.75,1.15,2.75,1.12,35234.0,34075.0,,4386.0,4685.0,9071.0,60.6,60.7,60.65,39.34,363.0,0,0,0,0,0,170.0,9071.0,60.65,5501.5615,0.169773,0.171129,8.874,47.058824,1.10925,1022.199684,,
2021-04-03,2021,4,5,171.98,76.59,79.95,15.44,,,,,,,,,,86.0,86.0,,,,,,,,,,,,,,,,,,4469.0,4827.0,9296.0,,,,,313.0,0,0,0,0,0,172.0,9296.0,,,,,,46.511628,,,,
2021-04-04,2021,4,6,0.0,0.0,0.0,0.0,,,,,,,,,,86.0,86.0,,,,,,,,,,,,,,,,,,4385.0,4812.0,9197.0,,,,,304.0,0,0,0,0,0,172.0,9197.0,,,,,,46.511628,,,,
2021-04-05,2021,4,0,271.37,212.0,38.94,20.43,7.16,,1.88,4.52,6.61,4.63,172061.0,7322.0,3329.0,88.0,87.0,38.0,38.0,7.93,7.94,3645.0,17458.0,3363.0,17188.0,4693.0,5481.0,2.48,0.93,2.42,0.91,40907.0,34822.0,6474.0,4481.0,4650.0,9131.0,61.3,61.2,61.25,38.74,298.0,0,0,0,0,0,175.0,9131.0,61.25,5592.7375,0.208787,0.19566,8.1025,45.714286,1.012812,1126.936131,489.532513,583.628988
2021-04-06,2021,4,1,237.12,134.08,90.18,12.86,7.51,,2.15,4.48,6.85,5.0,186548.0,5085.0,3455.0,90.0,90.0,38.0,38.0,7.95,7.98,2949.0,17118.0,3040.0,17848.0,4863.0,5244.0,2.66,1.21,2.42,0.96,27607.0,32873.0,6044.0,4769.0,5100.0,9869.0,61.2,61.1,61.15,38.84,267.0,0,0,0,0,0,180.0,9869.0,61.15,6034.8935,0.172275,0.170327,9.0,44.444444,1.125,1096.555556,528.573614,606.039454
2021-04-07,2021,4,2,382.68,210.7,158.08,13.9,7.58,3.23,1.91,4.53,6.67,5.0,178902.0,5421.0,3271.0,92.0,92.0,37.9,37.9,7.96,7.97,2753.0,17261.0,2993.0,17615.0,4765.0,5082.0,2.52,1.13,2.69,1.18,30132.0,32839.0,5938.0,5014.0,5316.0,10330.0,60.8,60.8,60.8,39.19,319.0,0,0,0,0,0,184.0,10330.0,60.8,6280.64,0.159492,0.169912,9.2,43.478261,1.15,1122.826087,525.602404,572.1563
2021-04-08,2021,4,3,200.61,107.04,80.04,13.53,7.23,,2.31,4.4,6.65,4.68,171369.0,,,90.0,90.0,38.0,38.0,7.93,7.93,2817.0,17490.0,2848.0,17362.0,,,2.6,1.04,2.66,1.08,34880.0,33132.0,,5013.0,5323.0,10336.0,61.0,61.0,61.0,38.99,308.0,0,0,0,0,0,180.0,10336.0,61.0,6304.96,0.161063,0.164036,8.424,44.444444,1.053,1226.97056,,
2021-04-09,2021,4,4,169.65,135.14,19.16,15.35,7.42,,1.84,4.16,6.81,4.96,180621.0,,,92.0,92.0,38.0,38.0,7.92,7.93,2742.0,17525.0,2896.0,17716.0,,,2.62,1.09,2.62,1.1,33876.0,32690.0,,5138.0,5448.0,10586.0,60.9,60.8,60.85,39.14,280.0,0,0,0,0,0,184.0,10586.0,60.85,6441.581,0.156462,0.163468,9.1264,43.478261,1.1408,1159.931627,,
2021-04-10,2021,4,5,185.63,77.21,91.9,16.52,,,,,,,,,,92.0,92.0,,,,,,,,,,,,,,,,,,5217.0,5528.0,10745.0,,,,,299.0,0,0,0,0,0,184.0,10745.0,,,,,,43.478261,,,,
2021-04-11,2021,4,6,45.38,0.0,45.38,0.0,,,,,,,,,,92.0,92.0,,,,,,,,,,,,,,,,,,5372.0,5681.0,11053.0,,,,,362.0,0,0,0,0,0,184.0,11053.0,,,,,,43.478261,,,,
2021-04-12,2021,4,0,273.34,161.98,91.17,20.19,7.57,,1.91,4.31,6.79,4.88,178540.0,5638.0,3394.0,92.0,92.0,38.0,38.0,7.91,7.92,2607.0,17296.0,2638.0,17527.0,4661.0,4854.0,2.61,1.12,2.57,1.08,31508.0,32870.0,5826.0,5262.0,5577.0,10839.0,61.2,61.1,61.15,38.84,219.0,0,0,0,0,0,184.0,10839.0,61.15,6628.0485,0.150728,0.150511,8.9792,43.478261,1.1224,1207.123129,466.502319,495.978876
2021-04-13,2021,4,1,247.62,134.98,102.66,9.98,7.39,3.7,2.29,4.56,6.85,5.03,178376.0,,,92.0,92.0,38.0,38.1,7.89,7.9,2551.0,17146.0,2683.0,17605.0,,,2.68,1.14,2.77,1.27,28271.0,28009.0,,5249.0,5553.0,10802.0,60.9,60.8,60.85,39.14,328.0,0,0,0,0,0,184.0,10802.0,60.85,6573.017,0.148781,0.1524,9.2552,43.478261,1.1569,1167.127669,,
2021-04-14,2021,4,2,244.08,161.97,63.55,18.56,7.33,,2.32,4.51,6.88,5.14,193228.0,,,92.0,92.0,38.0,38.0,7.91,7.92,2695.0,17224.0,2571.0,17703.0,,,2.47,1.06,2.53,1.01,33764.0,35155.0,,5252.0,5570.0,10822.0,60.7,60.6,60.65,39.34,197.0,0,0,0,0,0,184.0,10822.0,60.65,6563.543,0.156468,0.14523,9.4576,43.478261,1.1822,1144.26493,,
2021-04-15,2021,4,3,157.95,80.67,65.91,11.37,7.57,,1.79,4.46,6.81,4.98,188261.0,,,92.0,92.0,38.0,38.0,7.92,7.93,2499.0,17371.0,2538.0,17544.0,,,2.53,1.04,2.58,1.07,32615.0,33843.0,,5336.0,5640.0,10976.0,61.0,61.0,61.0,38.99,311.0,0,0,0,0,0,184.0,10976.0,61.0,6695.36,0.14386,0.144665,9.1632,43.478261,1.1454,1197.834818,,
2021-04-16,2021,4,4,265.6,161.29,88.6,15.71,7.43,3.64,2.11,4.39,6.69,4.86,177682.0,,,92.0,92.0,38.0,38.0,7.94,7.94,2562.0,14516.0,2488.0,17595.0,,,2.59,1.1,2.61,1.09,34047.0,33271.0,,5436.0,5753.0,11189.0,61.2,61.1,61.15,38.84,307.0,0,0,0,0,0,184.0,11189.0,61.15,6842.0735,0.176495,0.141404,8.9424,43.478261,1.1178,1251.230095,,
2021-04-17,2021,4,5,145.51,73.05,57.31,15.15,,,,,,,,,,92.0,92.0,,,,,,,,,,,,,,,,,,5560.0,5867.0,11427.0,,,,,314.0,0,0,0,0,0,184.0,11427.0,,,,,,43.478261,,,,
2021-04-18,2021,4,6,46.04,0.0,46.04,0.0,,,,,,,,,,92.0,92.0,,,,,,,,,,,,,,,,,,5626.0,5943.0,11569.0,,,,,233.0,0,0,0,0,0,184.0,11569.0,,,,,,43.478261,,,,
2021-04-19,2021,4,0,241.41,183.05,37.61,20.75,7.43,2.99,2.11,4.54,6.99,5.36,199849.0,7391.0,3293.0,92.0,92.0,38.1,38.1,7.88,7.85,2935.0,17135.0,2788.0,17290.0,5209.0,5585.0,2.7,1.28,2.42,1.27,35276.0,35124.0,6140.0,5537.0,5838.0,11375.0,61.0,60.9,60.95,39.04,280.0,0,0,0,0,0,184.0,11375.0,60.95,6933.0625,0.171287,0.161249,9.8624,43.478261,1.2328,1153.370376,492.711865,496.149318
2021-04-20,2021,4,1,215.86,160.38,41.99,13.49,7.78,,1.27,4.47,7.21,5.31,199886.0,6782.0,3596.0,92.0,92.0,38.1,38.0,7.88,7.89,2799.0,17305.0,2651.0,17452.0,5481.0,5331.0,2.62,1.14,2.6,1.0,36158.0,31399.0,6172.0,5289.0,5651.0,10940.0,61.1,61.0,61.05,38.94,255.0,0,0,0,0,0,184.0,10940.0,61.05,6678.87,0.161745,0.151902,9.7704,43.478261,1.2213,1119.708507,518.439956,511.851689
2021-04-21,2021,4,2,276.12,81.25,180.92,13.95,7.75,,1.83,4.48,7.24,5.36,181397.0,7646.0,,92.0,92.0,38.0,37.9,7.9,7.9,2869.0,17424.0,2618.0,17541.0,,,2.73,1.24,2.67,1.27,39088.0,36796.0,6210.0,4986.0,5490.0,10476.0,61.5,61.4,61.45,38.54,354.0,0,0,0,0,0,184.0,10476.0,61.45,6437.502,0.164658,0.14925,9.8624,43.478261,1.2328,1062.216093,,
2021-04-22,2021,4,3,178.89,107.64,56.86,14.39,7.36,3.87,2.29,4.44,7.16,5.31,192667.0,7249.0,,92.0,92.0,38.0,38.0,7.87,7.87,2938.0,17269.0,2538.0,17427.0,,,2.57,1.16,2.61,1.1,31451.0,36325.0,6714.0,4965.0,5511.0,10476.0,61.4,61.3,61.35,38.64,321.0,0,0,0,0,0,184.0,10476.0,61.35,6427.026,0.170131,0.145636,9.7704,43.478261,1.2213,1072.218128,,
2021-04-23,2021,4,4,218.37,183.32,19.3,15.75,7.52,,2.18,4.46,7.05,5.24,189045.0,,,92.0,92.0,38.0,38.0,7.88,7.88,2873.0,17371.0,2629.0,17493.0,,,2.61,1.18,2.62,1.1,32641.0,34485.0,,4941.0,5496.0,10437.0,61.6,61.4,61.5,38.49,281.0,0,0,0,0,0,184.0,10437.0,61.5,6418.755,0.165391,0.150289,9.6416,43.478261,1.2052,1082.496681,,
2021-04-24,2021,4,5,133.5,77.02,41.68,14.8,,,,,,,,,,92.0,92.0,,,,,,,,,,,,,,,,,,4975.0,5493.0,10468.0,,,,,301.0,0,0,0,0,0,184.0,10468.0,,,,,,43.478261,,,,
2021-04-25,2021,4,6,0.0,0.0,0.0,0.0,,,,,,,,,,92.0,92.0,,,,,,,,,,,,,,,,,,4877.0,5434.0,10311.0,,,,,338.0,0,0,0,0,0,184.0,10311.0,,,,,,43.478261,,,,
2021-04-26,2021,4,0,370.54,192.07,158.71,19.76,7.71,,2.11,4.5,6.85,4.91,185943.0,6848.0,3017.0,92.0,92.0,38.0,38.0,7.92,7.92,2849.0,17569.0,2731.0,17694.0,5512.0,5672.0,2.7,1.04,2.74,1.14,33527.0,34106.0,6683.0,4811.0,5332.0,10143.0,60.6,60.8,60.7,39.29,258.0,0,0,0,0,0,184.0,10143.0,60.7,6156.801,0.162161,0.154346,9.0344,43.478261,1.1293,1122.708758,563.21293,579.561636
2021-04-27,2021,4,1,232.21,137.62,81.47,13.12,7.64,,1.98,4.54,6.75,4.88,180660.0,,,92.0,92.0,,38.0,7.91,7.9,2738.0,17723.0,2673.0,17625.0,,,2.67,1.08,2.7,1.11,31680.0,33643.0,,4692.0,5179.0,9871.0,60.5,60.6,60.55,39.44,250.0,0,0,0,0,0,184.0,9871.0,60.55,5976.8905,0.154489,0.15166,8.9792,43.478261,1.1224,1099.318425,,
2021-04-28,2021,4,2,165.25,132.63,18.76,13.86,7.62,3.04,1.72,4.55,6.88,4.99,176425.0,,,92.0,92.0,38.0,38.0,7.92,7.91,2927.0,17695.0,2795.0,17548.0,,,2.79,1.32,2.69,1.28,38316.0,36658.0,,4672.0,5161.0,9833.0,60.8,60.9,60.85,39.14,161.0,0,0,0,0,0,184.0,9833.0,60.85,5983.3805,0.165414,0.159277,9.1816,43.478261,1.1477,1070.94624,,
