date,year,Y_COD,A1_dev_pct,A2,A3_z,FAN_A_mgL,A4_FAN_ratio,n_acute,acute_grade,C1_burden_sm,chronic_phase
2018-03-09,2018,,,False,0.651779844274061,,,0,정상,-1.5976482617586885,정상
2018-03-10,2018,,,False,0.6920485695065783,,,0,정상,-1.5337423312883403,정상
2018-03-11,2018,,,False,1.411665939029595,,,0,정상,-1.5337423312883403,정상
2018-03-12,2018,,,False,1.8155706190558696,229.556727,0.8491745709243952,0,정상,-1.5976482617586885,정상
2018-03-13,2018,,,False,1.5688744655407123,,,0,정상,-1.6296012269938653,정상
2018-03-14,2018,,,False,1.6142037416393993,,,0,정상,-1.82131901840491,정상
2018-03-15,2018,,,False,0.5155565591535638,,,0,정상,-1.9810838445807777,정상
2018-03-16,2018,,,False,0.10872702563214501,,,0,정상,-1.9810838445807777,정상
2018-03-17,2018,,,False,0.3963802604226906,,,0,정상,-1.9810838445807777,정상
2018-03-18,2018,,,False,1.1456655707021566,,,0,정상,-1.9810838445807777,정상
2018-03-19,2018,,,False,-2.5676691324390863,239.943272,0.9139185516792316,0,정상,-2.013036809815949,정상
2018-03-20,2018,,,False,2.3048887781900045,,,0,정상,-2.0449897750511203,정상
2018-03-21,2018,,,False,1.4321512152175089,,,0,정상,-2.3517382413087984,정상
2018-03-22,2018,,,False,-0.44229930418631674,,,0,정상,-2.556237218813906,정상
2018-03-23,2018,,,False,1.0498440962661113,,,0,정상,-2.6840490797546024,정상
2018-03-24,2018,,,False,-0.444767339187527,,,0,정상,-2.556237218813906,정상
2018-03-25,2018,,,False,-0.08713849860032227,,,0,정상,-2.556237218813906,정상
2018-03-26,2018,,,False,1.473544540977042,219.060372,0.8399433206013464,0,정상,-2.6840490797546024,정상
